,0
42,"""황녀의 생일 선물이긴 하지만 제국의 인재를 찾는 일이니, 수사단의 인력을 사용하는 것을 허가하겠네."""
43,빼도 박도 못하고 터무니없는 선물을 주게 생겼다. 그러나 엄숙한 황제의 음성에 대답을 피할 수는 없었다.
44,"""…예. 감사합니다."""
45,비록 고귀한 피를 이은 부녀의 얼굴에 얄미운 미소가 대롱대롱 맺혀 있다 해도.
46,"""친애하는 사촌 오라버니를 위해 ‘아가씨’의 팬으로서 힌트를 주자면, 그 섬세한 배경 묘사를 생각했을 때 분명 쿠피오 전쟁을 근방에서 겪어본 사람일 거야. 어쩌면 오라버니도 스쳤을지 모르지. 전쟁 중인 국경 지대의 어딘가에서…."""
47,
48,
49,
50,[작품후기]
51,일단 던져봅니다.
52,/ 2019.12.28 수정
53,전쟁의 끝
54,
55,필명 아가씨 02
56,"쿠피오 전쟁 8년, 포르스테리 제국 북부 레우카스 영지."
57,"""가르송, 정말 이 전쟁이 끝날까?"""
58,매니시는 바람에 휘날리는 누런 천들을 걷어 개면서 질문했다.
59,오로지 빨랫감에 시선을 고정한 그녀의 목소리는 여린 바람에도 흔들리고 있었다. 가르송은 빨랫줄이 즐비한 뒤뜰 한쪽에 위치한 우물에서 물을 길어 피투성이가 된 손과 얼굴을 씻고 있었다.
60,"""곧 끝나겠지. 이번에 새로 후송된 병사들이 그러는데, 분위기가 나쁘지 않대. 사령관이 무시무시한 악명만큼이나 능력 있는 사람이었던 모양이야."""
61,굳어있던 피들은 물속에서 붉은 실타래를 풀어냈다. 절박한 함성과 날카로운 병장기 소리가 들려올 듯한 수면 위로 깨끗해진 가르송의 얼굴이 비쳤다.
62,매니시에게선 여전히 힘겨운 음성이 흘러나왔다.
63,"""그거 말고, 우리가 치르는 전쟁."""
64,매니시의 부친 레우카스 자작은 장식용 무구조차 들어본 일이 없는 시골 귀족이었다. 그러나 전쟁이 그의 땅에 발을 들였을 때 그는 망설임 없이 칼과 방패를 빼들었다.
65,"자작은 할 수 있는 최선을 다했다. 그의 칼은 적군의 살 대신 병사들의 두려움을 베었고 그의 방패는 영지민을 지켰다. 코앞에 몰려온 병장기 소리를 밀어낸 것은 제국의 젊은 사령관이었지만, 그의 뒤에서 죽음과 싸운 것은 레우카스였다."
66,그 증거로 성의 작은 연회장은 임시 치료소가 되어있었다.
67,"크리스털 샹들리에에 부딪쳐 어지럽게 부서지던 마법등의 기이한 빛과 반짝이는 기억, 황홀한 음악으로 가득했던 홀은 각양 문장을 매단 병사와 기사들로 빼곡히 차서 신음이 끊이지 않았다."
68,"여전히 레우카스 영지로 실려 오는 부상병, 무딘 이빨로 물어뜯기만을 기다리는 전염병, 승리가 보이지 않는 전쟁이었다."
69,그녀는 누런 천에 지워지지 않은 핏자국을 쓸며 말을 이었다.
70,"""성안은 이제 텅텅 비었어. 아빠는 매일 돈을 구해보겠다고 나가시지만 나갔다 와서 아무 말씀도 없으셔."""
71,헤진 신관복의 소매로 얼굴을 닦은 가르송이 몸을 일으켜 그녀에게 다가갔다. 물기 어린 뜨거운 손이 그녀의 얼굴에 닿았다.
72,"""매니시, 승리가 코앞에 있어. 부상자도 눈에 띄게 줄었고 전염병도 그리 치명적이지 않다는 게 밝혀졌잖아. 그건 엄청난 행운이야. 그리고 우린 모두 자작님을 믿고 있어. 무슨 수를 써서라도 이 영지를 지키실 분이잖아."""
73,매니시는 가르송의 손이 닿은 볼이 지나치게 뜨겁다고 생각했다. 너무 뜨거워서 그녀는 품 안의 천들을 더 꼭 끌어안았다.
74,"""그래."""
75,더운 바람에 흔들리는 그녀의 하얀 머리칼은 영민들이 사랑하던 반짝임을 잃고 맥없이 늘어져 있었다. 매니시가 천방지축 시골 소녀의 태를 벗은 것처럼.
76,때문에 자작의 입에서 더운 바람만치 뜨거운 한숨이 나온 것도 어제오늘 일이 아니었다.
77,2층 창가에 서 있던 그는 뒤돌아 집무실에 하나 남은 소파에 몸을 던졌다. 천으로 마감된 오래된 소파는 제 노고를 숨길 줄 몰랐다. 일시에 일어난 먼지가 큰 창으로 들어온 노을과 만나 금빛으로 부유했다.
78,아름다운 광경이었다. 저 멀리 머리꼭지부터 타오르는 듯 붉어진 하늘을 둘러쓴 거대한 산맥까지도.
79,레우카스 자작도 이 방에서 바라보는 광경을 사랑했었다. 저 핏빛으로 물든 산맥이 생명을 앗아가기 전까지만 해도. 불행은 아무도 모르게 떠오른 초저녁달처럼 저 속에 숨어 그들을 기다리고 있었다.
80,쿠피오 산맥이라 하면 제국에 모르는 자가 없었다.
81,"그는 넓은 어깨로 북부 국경을 수호하는 기사이면서, 부푼 녹의 아래 보물을 감춘 탐욕스러운 거부였기 때문이었다."
82,산맥이 그 전혀 다른 두 개의 역할을 수행할 수 있었던 이유는 하나였다. 험준한 산맥에만 나타나는 마수의 존재.
83,"콰과광! 또 어디선가 요란한 소리가 울렸다. 맑은 하늘에 울려 퍼지는 뇌성도, 발바닥을 간질이는 바닥의 진동도 익숙해진 지 오래였다. 전쟁터에서 들리는 폭음이었다."
84,이 모든 게 마수의 존재가 만들어낸 결과였다.
85,"마수의 사체에서 드물게 발견되는 마성구와 산맥에 매립된 마석은 제국에 엄청난 발전과 부를 안겨줬다. 세월은 흘러 바야흐로 응용 마도구의 시대, 그러나 쿠피오 산맥에 흐르는 가장 강력한 마법은 인간의 욕심을 부풀리는 것이 아니었을까."
86,제국의 철저한 통제에도 불법 사냥꾼이 끊이지 않았던 것만 봐도 그랬다. 그렇게 산맥의 질서가 흐트러지고 제국의 통제가 유명무실해지자 경쟁자는 불어났다. 산맥 너머 영토의 절반 이상이 얼어붙은 혹한의 나라 크로쿠타. 그곳의 굶주린 전사들에게도 산맥의 자원은 탐이 나는 것이었기 때문이다.
87,"그러던 어느 날, 마수 사냥에 종사하는 네 명의 제국인이 시체로 발견되며 많은 이들의 머리 위에 밤이 도래했다. 양국 마수 사냥꾼들 간의 견제는 분쟁으로, 분쟁은 국지전으로."
88,레우카스 위에 떠오른 불행의 달은 그렇게 시작된 것이었다.
89,똑똑.
90,장장 8년간 이어진 전쟁은 전염병과 죽음의 고리를 끊임없이 달리는 일과 같았다. 그는 이제 지치고 피로했다.
91,똑똑.
92,문을 두드리는 소리에 번쩍 정신이 든 그가 시간을 확인했다. 어느새 성큼 지나간 시침이 운명의 시간을 가리키고 있었다.
93,그가 숨 막히는 목소리로 들어오라는 말을 하기 무섭게 문이 열렸다.
94,"""불렀어요?"""
95,"그의 부인과 어린 딸 매니시였다. 아니, 어리기만 했던 딸은 어느새 성인식을 앞두고 있었다."
96,"아이가 어린 손가락에 제 어미의 반지를 끼우고 놀 때만 해도, 그가 상상하는 딸의 미래는 까마득하게 멀지만 찬란한 것이었다. 그러나 눈 깜짝할 새 다 자란 딸은 그처럼 지치고 두려운 얼굴을 하고 있었다. 성인식은커녕, 올해는 저 아이의 생일을 축하하기도 버겁겠지."
97,매니시는 마치 자작의 생각을 들은 사람처럼 불안한 얼굴로 집무실에 들어서고 있었다. 자작 부인은 그런 딸의 손을 꼭 잡고 한 걸음 앞서 집무실에 들어섰다.
98,"""앉아."""
99,자작은 이인용 소파의 한쪽에 앉아있었다. 방 안에 앉을 곳이라고는 그의 옆자리와 맞은편에 덜렁 놓인 의자 하나뿐이었다.
100,자리를 둘러보고 잠시 머뭇거리던 자작 부인이 이내 그의 옆자리에 앉았고 매니시는 고민할 것도 없이 식당에서 급히 가져온 것으로 보이는 의자에 착석했다.
101,"사이에 테이블도 없이 껑충하니 마주 앉은 자리는 조용했다. 이따금 들리는 폭음을 제하면. 눈동자만 굴리고 있는 모녀는 이 자리의 의미를 몰랐기 때문이었고, 한 남자는 너무 까마득했기 때문이었다."
102,"""여보, 어두워지기 전에 할 일이 많아요."""
103,먼저 입을 연 것은 자작 부인이었다. 그녀는 피로로 흐려진 눈동자로 연신 창을 흘깃거리고 있었다.
104,자작은 몸을 틀어 아내를 바라봤다. 그녀의 얼굴을 이루던 기분 좋은 곡선들도 우아하게 흘러내린 머리칼도 더는 찾을 수 없었다. 그는 천방지축의 평민 소녀처럼 짧아진 밀 빛 머리카락을 손가락으로 빗어 내렸다. 쇄골에 닿기도 전에 허공에 팽개쳐진 손가락이 어깨를 스치고 떨어졌다.
105,"""고생 많았소."""
106,고생이라는 두 글자에 담길 수 있는 나날이 아니었다. 손바닥을 다 못 채울 금화 몇 닢 때문에 귀부인의 자존심마저 짧게 쳐내야 했던 나날이었다. 그 하루하루를 짧은 단어에 담자니 그의 목소리는 속절없이 휘청거리고 있었다.
107,매니시는 코를 훌쩍였다. 그녀뿐만 아니었다. 세 사람 모두 두 눈 가득 넘실거리는 것을 붙잡고 있었다. 아직 끝난 여정이 아니었기에 차마 쏟아낼 수는 없었다.
108,신음은 끊이지 않았고 영지 밖 어디쯤에선 여전히 전염병자들이 쫓겨나고 있었다. 피골이 상접하도록 마른 노인부터 병든 부모의 손을 쥔 어린아이까지. 살고자 레우카스의 문을 두드리는 작은 손을 외면할 수는 없었다.
109,레우카스의 병자는 지금도 계속 늘고 있었다.
110,"""고생이야 당신이 제일 많이 하고 있죠. 하지만 그 말은 아직 일러요. 알고 있잖아요."""
111,아슬아슬한 미소를 걸친 자작 부인이 대답했다. 그녀의 시선은 조심스러운 대답과 다르게 꼿꼿하게 자작을 찌르고 있었다.
112,"그녀는 한 가닥 매듭이라도 지은 듯한 남편의 위로가 어쩐지 불길하게 느껴졌다. 아니나 다를까, 청천벽력 같은 그의 말이 이어졌다."
113,"""아니, 지금밖에 없소. 이게 다니까."""
114,"""뭐가… 다예요?"""
115,"매니시는 떨리는 목소리를 감출 수가 없었다. 어린애처럼 솔직하게 찌푸려진 아버지의 얼굴은 너무 낯설어서, 무서웠다."
116,"""돈, 이 지옥 같은 전쟁도. 이게 다야. 이게 결말이다."""
117,"""그게 무슨, 무슨 말이에요?"""
118,"""오늘 나간 일이 잘 안 풀려서 그래요? 괜찮아요. 우리 좀 더 기다려 봐요. 다시 전서구를 날렸으니 곧 황실에서 좋은 소식이 올 거예요."""
119,"매니시의 손 아래 구겨진 치맛자락도, 너무 세게 맞잡아 하얗게 질린 자작 부인의 손도, 양손 안에 얼굴을 묻은 자작의 붉은 귀도. 하나같이 절규였다."
120,"""안 와. 나라가 엉망인데 작은 영지의 구조요청쯤이야 귓등으로도 안 듣겠지. 다시 보낸 건 전서구가 아니라 전령이었고 어제 빈손으로 돌아왔소."""
121,"""안 돼."""
122,매니시가 붙잡지 못한 절규가 작은 소리로 새어 나왔다.
123,내내 그녀를 괴롭혔던 불안감이 실체를 갖고 성큼 다가와 문을 두드린 것이다. 그의 방문을 두려워하는 것은 그녀만이 아니었다.
124,"""그럼 이제 어쩌죠?"""
125,자작 부인의 여린 목소리가 뒤를 이었다. 세 사람의 머릿속에는 곧 펼쳐질지도 모를 지옥이 스쳐 지나갔다.
126,"가을 낙엽처럼 바싹 말라 바스러질 친숙한 얼굴들과 곪은 상처로 고통스럽게 죽어갈 이름 모를 청년들, 화려한 불꽃의 춤사위 사이로 장작더미처럼 쌓아 올려진 가련한 인생."
127,"""설마, 내일 오기로 한 약들은 받을 수 있는 거죠?"""
128,매니시의 다급한 목소리가 어머니의 질문 위로 얹어졌다. 아무도 그녀의 무례를 신경 쓰지 않았다. 그러나 자작의 시선은 매니시의 눈빛을 피해 바닥을 맴돌았다.
129,"""안타깝지만 당장 먹을 것도 빠듯하다. 지금 있는 걸 최소한으로 배급하더라도 보름 정도 버티는 게 최선이야. …조금이라도 아끼기 위해선, 그마저도 차등을 두고 배급해야 할 것 같구나."""
130,군화에 짓밟히고 피를 먹은 밭은 좀처럼 소산을 내지 못했다. 세금을 면제해도 영지민의 굶주림은 끊이지 않았고 마지막 동아줄로 붙들고 있던 것이 자작의 자금이었다.
131,배급이 끊기면 전쟁터 못지않은 희생자가 나올 것이 분명했다.
132,"""차등을 둔다는 게 무슨 뜻이에요?"""
133,"""살 사람과 죽을 사람을, 구분하겠다는 뜻이오."""
134,"""누가요? 뭘 근거로?"""
135,"""내가. 일단 살 가망이 낮은 자들부터 제하고, 그리고…."""
136,제법 냉정하게 시작했던 자작의 말은 금세 울음 섞인 소리로 변했다. 더는 그의 말이 이어지지 않자 집무실에는 구역질을 삼키는 듯한 소리만 울렸다. 과하게 힘이 들어가 부르르 떨리는 자작의 턱 끝에 투명한 방울이 맺혀 있었다.
137,"""그리고 결국 다 죽겠죠. 당신이 살려놓은 사람도, 당신을 믿고 따르던 사람도. 역사에는 그렇게 기록될 거예요. 제국 사상 최악의 영주."""
138,"""엄마!"""
139,"""여태 괜한 고생을 했네요. 이럴 줄 알았으면 처음부터 남들처럼 몸 사리고 있는 건데, 그랬으면 적어도 살 사람은 살았겠죠. 당신 기준에 맞는 사람들은."""
140,"""엄마 왜 그래요. 아빠가 무슨 마음으로 그렇게 말씀하신 건지 알잖아요."""
141,어깨를 떨던 자작이 이내 무너졌다.
142,그는 날 선 말과 다르게 다정한 얼굴로 바라보는 아내를 피해 고개를 돌렸다. 그는 울고 있었다. 어린아이처럼.
143,"아비의 우는 모습에 매니시는 숨이 막혔다. 존경하는 아비였다. 그녀가 아끼는 드레스와 장신구들을 팔기 위해 가져가실 때조차도 그랬다. 그녀가 처음 주방일을 돕고 숨죽여 운 날, 자랑스럽다 웃던 아비."
144,어깨 한 번 움츠리는 법 없던 듬직한 등을 보고 자랐다. 그녀뿐 아니라 가르송과 영지민들 누구든 그랬다.
145,그런 아비가 가슴을 쥐어뜯으며 울고 있었다. 누구에겐가 모를 사죄와 함께. 구부정하게 숙인 몸은 작고 불쌍해 보였다. 도망치듯 고개를 돌린 매니시의 입에선 막힌 숨인지 신음인지 애매한 것이 새어 나왔다.
146,"""그러게 아직 하나 더 있잖아요. 우리가 할 수 있는 게."""
147,작은 목소리와 함께 자작 부인은 마치 어미가 아이를 어르듯 자작의 머리를 끌어안았다.
148,토닥이는 손을 머리에 얹은 채 고개를 든 그가 부인과 마주 봤다. 헝클어진 머리에 빨개진 코가 언뜻 철없는 아이같이 보였다.
149,부인은 좀 더 분명해진 목소리로 재차 말했다.
150,"""아직 팔 수 있는 게 남았어요."""
151,"""뭐?"""
152,매니시는 저도 모르게 잘 땋아 내린 머리를 매만졌다. 자작 부인이 본인의 머리카락은 내 팔면서도 절대 안 된다며 지켜준 머리카락이었다. 북부에서도 드물게 나는 그녀의 고운 백발은 제값을 톡톡히 할 터였다.
153,그러나 시선이 마주친 자작 부인은 고개를 젓고 있었다. 그녀의 고갯짓을 따라 살랑이는 머릿결은 더할 나위 없이 산뜻해 보였다.
154,"""여기. 이 영지요."""
155,울음소리가 그친 집무실에는 별안간 치열한 침묵이 흘렀다. 뜻밖의 말에 대한 충격 때문이 아니라 단어의 뜻을 그대로 받아들이지 못했기 때문이었다.
156,"""무슨 영지? 그게 뭐요?"""
157,자작 부인의 어깨가 잘게 흔들렸다. 남편의 바보 같은 질문에 심각한 상황에도 불구하고 웃음을 참을 수 없었던 것이다. 그녀의 차가워진 손끝에도 온기가 돌았다.
158,"""레우카스 영지요. 일찍 병자들을 추방했던 영지 중에 꽤 상황이 괜찮은 곳도 있대요. 알아보면 그들 중에 영지를 살 사람이 있을 거예요."""
159,"""안 돼!"""
160,멍청한 표정을 거둔 자작의 대답은 빨랐다. 그는 어느새 부인의 손길도 뿌리치고 익숙한 영주의 가면을 쓰고 있었다.
161,매니시는 갑자기 애통에서 불화로 건너뛴 분위기에 적응하지 못하고 눈을 굴렸다. 그녀의 눈에 내내 고여 있던 눈물은 종적도 없이 자취를 감춘 채였다.
162,"""다른 방법이 없어요."""
163,"""영지를 잃느니 차라리 죽는 게 나아."""
164,자작은 딱딱하게 굳은 얼굴로 한 마디를 뱉고 입을 다물었다. 철없는 아내에게 실망한 마음이 새어 나오지 않도록.
165,그러나 아내는 떼쓰는 사내애처럼 구는 남편에게 실망한 마음을 감추지 않았다.
166,"""당신한테 레우카스가 그냥 땅 이름이었는지 몰랐네요. 제게 레우카스는 화목한 집에서 새어 나오는 불빛이고 그늘 없이 뛰노는 아이들의 웃음소리예요."""
167,우리가 이미 잃은 것들 말이에요. 그렇게 말하는 자작 부인의 얼굴은 이상했다. 그녀는 절망과 희망이 각각 반씩 뒤섞인 얼굴로 뚫어져라 자작을 바라보고 있었다.
168,"""여긴, 레우카스들의 고향이고 무덤이오."""
169,눈이 먼저였는지 음성이 먼저였는지 부인과 마주한 자작은 축축하게 젖어있었다. 그는 내팽개쳤던 아내의 손을 다시 잡았다.
170,"""이젠 당신 곁이 내 고향이고 무덤이 되겠군. 하지만 괜찮겠소? 영지를 잃은 귀족은 목숨보다 더한 것을 잃는 것이오. 평생 저들의 조롱거리가 될 수도 있소."""
171,"그는 언제나처럼 그 자신보다 그녀를 걱정했다. 그녀가 존경하는 영주, 사랑하는 남편의 모습에 자작 부인은 미소 지을 수 있었다."
172,"""당신의 명예도 긍지도 이 땅에 살아있을 거예요."""
173,자작 부부는 서로에게 힘을 불어넣는 것처럼 맞잡은 손을 놓지 않았다.
174,매니시는 그런 두 사람의 모습을 선명하게 보기 위해 눈을 힘껏 깜빡였다. 매니시가 기억하는 인생 내에서 자작 부인은 언제나 여리고 보호받아야 할 사람이었다. 새로 생긴 무덤 앞에서 울다가 제 품에 쓰러지던 눈물 많고 약한 어미.
175,"그러나 자작의 손을 잡고 울고 웃는 여인은 기사처럼 커다랗진 않았지만, 단단했다."
176,커다란 북소리가 조용한 방안을 둥둥 울렸다.
177,"어디서 들려오는 소리인진 명확했다. 사실 방 안은 조용한 편이 아니었고, 벅찬 가슴이 다 못 담아낸 고동은 매니시의 온몸을 두드리고 있었으니까."
178,"어떤 예감이 들었다, 기다리던 전쟁의 끝도 머지않았다는. 차마 꿈에서조차 기대치 못했던 승리는 여인의 얼굴로 미소 짓고 있었다."
179,"""내가 아니라 우리겠지. 우리의 명예와 긍지. 난 참 운이 좋아. 이렇게 현명한 부인을 두었으니까. 내일부턴 바빠지겠소."""
180,꽤나 맥이 빠진 목소리였지만 자작의 얼굴에도 후련함이 비쳤다.
181,그는 붙들고 있던 부인의 손등에 입을 맞췄다. 부드럽고 가녀렸던 손은 요사이 거칠어져 그의 손안에 꼭 들어찼다. 그 느낌이 든든해 자작은 작게나마 웃을 수 있었다.
182,"""당신에 비하면 멀었어요. 전 당신에게도 생각할 시간이 필요할 거로 생각했거든요."""
183,"""그게 무슨 소리요?"""
184,"""진작 말했어야 했어요. 당신이 포기하기 전에 제가 설득하는 게 마땅한 일이었는데, 미안해요. 당신 힘들어하는 거 알면서도 입이 안 떨어졌어요. 두려워서. 난 이 일을 오랫동안 고민했어요. 결정을 내리고도 여전히 망설이고 있었고요."""
185,자작은 자책으로 물든 아내의 눈을 바라보며 내내 마주 잡아 따듯해진 손을 들었다. 거칠어진 손과 달리 여전히 부드러운 살결이 닿았다. 그는 마치 거센 풍파에도 헤지지 않는 그녀의 상냥한 마음 같았다.
186,"""내가 요새 나무를 하러 다니긴 하지만 이래 봬도 영주잖소."""
187,자작 부인은 볼에 와닿은 위로에 기대 작게 웃었다.
188,"""맞아요. 당신은 훌륭한 영주예요. 지금까지도 아주 잘했고, 앞으로도 잘하리란 걸 믿어요. 하지만 이젠 혼자 이렇게 힘내지 마세요. 늦었지만, 앞으론 내가 당신 옆에 제대로 서 있을게요."""
189,자작은 젖은 목소리로 말을 마친 부인을 끌어안았다. 그의 얼굴에도 주체할 수 없는 눈물이 흘러내리고 있었다. 훌쩍이는 소리는 서로의 품속에서 점차 소리를 더했다.
190,조용히 자리에서 일어난 매니시가 문을 나서며 집무실을 돌아보았다.
191,"돌아본 집무실은 초라하기 그지없었다. 값나가는 책들은 모두 내다 팔리고 고풍스러운 책장은 쪼개져서 땔감이 되고, 그간의 재앙이 매니시 가족에게서 앗아간 많은 것들의 빈자리가 보였다."
192,그러나 그 시간이 선물한 것도 있음을 그녀는 오늘 알았다.
193,귀족으로서의 체면이라고는 눈 씻고 찾아볼 수 없는 집무실. 본인도 아직 모를 ‘아가씨’의 이야기는 3년 전 그 초라한 방에서부터 시작되었다.
194,
195,
196,
197,[작품후기]
198,19.12.28 수정
199,^^^
200,전쟁의 끝
201,
202,필명 아가씨 03
203,"""배달 왔습니다, 신관님!"""
204,늙은 노새가 끄는 수레에는 나무 상자와 누런 포대들이 가득 실려있었다. 사방에 퍼지는 씁쓸한 약초 향은 속을 보지 않아도 물건의 정체를 알게 했다.
205,때문에 노새만큼이나 늙은 마부의 우렁찬 목소리에 헐레벌떡 뛰어나온 신관을 나무라는 사람은 없었다. 아무렇게나 뻗친 머리를 한 신관부터 기름진 머리를 모자로 누른 마부까지 이 수레를 기다리지 않은 자가 없었기 때문이었다.
206,"""아이고, 뭐가 급해서 머리도 못 빗고 나오셔요. 이 약 어디 도망 안 갑니다. 요놈 무릎이 안 좋아서 아주 어르고 달래지 않으면 한 발짝도 안 떼니까 걱정 마십쇼."""
207,타박하는 말투와 달리 다정한 손이 노새의 귀 사이를 훑었다. 오래간만에 듣는 마부의 농이었다. 그의 농담은 뾰족한 구석이 있는 편이라 싫어하는 이도 많았다. 그러나 그도 오랜만에 들으니 웃음이 나오는지 신관은 연신 싱글벙글했다.
208,"""애들을 보던 중이라 얼른 옮기고 다시 들어가야 해서요."""
209,"새가 둥지를 틀 듯한 머리에 헤실거리는 얼굴은 결코 위엄있거나 경건해 보이진 않았지만, 레우카스 사람들에게는 천사의 얼굴과 다를 바 없었다. 그래서 그는 신관의 어깨에 짐이 얹히는 것이 탐탁지 않았다. 그것이 설령 마른 풀에 불과할지라도."
210,"""가르송은 어디 가고요? 가뜩이나 할 일도 많으신 분이."""
211,신관의 어깨에 있던 짐을 뺏어 든 마부가 주변을 두리번거리더니 마뜩잖은 듯 콧등을 찌푸렸다. 아무리 찾아도 항상 빨빨거리며 부지런히 돌아다니던 녀석의 모습은 보이지 않았다.
212,"""가르송은 아가씨를 만나러 갔습니다. 작별 인사를 해야 하니까요."""
213,"""...거참, 벌써 그렇게 됐군요."""
214,통통 튀던 마부의 음성에도 무거운 추가 매달렸다. 한없이 가볍게만 느껴지던 약초 꾸러미는 눅진한 감정이 섞이자 한 걸음 떼기도 힘들만치 무거워졌다. 흰 머리가 성성한 그에게도 소중한 사람과의 이별은 그런 것이었다.
215,"""아마 할 말이 많겠죠."""
