,0
50,"“거짓말하지 마, 넌 너희 엄마 얼굴도 모르잖아. 그런데 네가 그걸 어떻게 알아?”"
51,“그러는 너도 우리 엄마 얼굴 모르잖아!”
52,소녀가 발끈하며 일어섰다.
53,“소피아 할머니가 나 엄마랑 닮았다고 했단 말이야!”
54,“아니라던데? 우리 엄마가 그랬어. 너랑 네 부모님이랑 하나도 안 닮았다고.”
55,"맞아, 맞아. 우리 엄마도 그랬어. 우리 엄마도. 이어지는 소년들의 동조에 소녀는 짐짓 겁을 먹고 입술을 꾹 다물었다. 소녀에게는 자신들보다 머리 하나는 더 큰 소년들을 당해낼 재간이 없었다."
56,"“우리 엄마는 너희 아빠가 불쌍하대, 여편네가 다른 남자랑 놀아난 것도 모자라 자식새끼만 남기고 홀랑 뒤져버려서.”"
57,"짐짓 제 어머니의 목소리를 흉내 내는 소년의 행동에 주변의 소년들이 와하하 웃음을 터트렸다. 에그, 쯧쯧쯧 제 애비만 불쌍하지. 누군가의 한술 더 뜬 성대모사를 기점으로 일제히 낄낄거리기 시작한 소년들이 여기저기서 한마디씩을 보탰다. 나 같았으면 죽은 여편네 자식은 거두지도 않았을 거야."
58,“듣기 싫어! 그만해!”
59,"소년들이 하는 이야기가 뭔지 정확히 알지는 못했지만, 대충 자신의 부모를 희롱하는 말이란 것을 알아챈 소녀가 발을 굴렸다. 그만해, 싫어! 귀를 틀어막고 도리질 치던 소녀의 눈에 눈물이 그렁그렁 맺혔다. 소녀의 눈물이 소년들을 자극했던지 서로 눈빛을 주고받은 소년들은 소녀를 둘러싼 채 빙글빙글 돌기 시작했다."
60,“알리사는 엄마가 외도해서 낳은 자식이래요.”
61,“외도했대요.”
62,“바람 펴서 낳았대요.”
63,자신을 내려다보는 소년들의 눈동자에서 조롱을 읽어 낸 소녀가 입술을 깨물고 귀를 틀어막았다.
64,“나 갈래!”
65,소년들의 틈에서 벗어나고자하는 소녀의 노력이 무색하게도 소년들은 소녀의 주위를 도는 속도에 박차를 가하며 빠져갈 틈조차 남겨주지 않았다. 소녀의 얼굴이 종잇장처럼 구겨졌다. 그리고 으앙! 울음이 터졌지만 소년들은 막무가내였다. 그 때였다.
66,"“야! 알리사 괴롭히지 마, 이 멍청이들아!”"
67,“켄!”
68,"별안간 등장한 구원의 목소리에 소녀가 반색했다. 소녀를 둘러싸고 있던 소년들이 소리가 들려온 방향을 일제히 쳐다보곤 켁, 앓는 소리를 냈다. 옅은 갈색머리에 갈색 눈을 지닌 어린 소년이 무시무시한 기세로 그들에게 달려들고 있었다."
69,“내 동생 괴롭히지 마!”
70,"길게 내뺀 목소리가 알리사의 귓속을 관통한 순간, 알리사를 괴롭히던 소년들 중 가장 키가 큰 소년의 몸뚱이가 휙 하고 넘어갔다. 여기저기서 탄식이 흘러나왔다. 이게 무슨 일인가 하며 눈을 깜박이던 알리사는 뒤엉켜서 주먹질을 하고 있는 켄과 사내아이를 보고 날카로운 비명을 내질렀다."
71,싸워라! 싸워라! 관망 하고 있던 소년들이 일제히 외쳐대기 시작했다. 하지만 켄은 키 큰 소년의 적수가 되지 못했다. 체격으로도 머리하나는 더 작았던 켄이 속수무책으로 바닥에 내리깔렸다. 열심히 저항하는 켄의 주먹은 허공을 가르지를 뿐이었다.
72,“안 돼! 하지 마!”
73,알리사가 온 몸을 날려 사내아이의 팔을 붙들었다. 덕분에 턱을 빗겨 맞긴 했지만 켄이 맞는 것에 정신이 팔려 고통을 느낄 새도 없었다. 갑작스러운 알리사의 저지에 남자아이들이 일제히 야유했다. 동시에 켄을 마구잡이로 내리 패던 사내아이가 제정신이 돌아왔는지 바닥에 피 섞인 침을 뱉으며 몸을 일으켜 세웠다.
74,“켄!”
75,알리사가 기겁한 채 켄의 얼굴을 감싸 쥐었다. 얼굴이 부어터져 형체조차 알아보기 힘들 지경이었다.
76,"“어떻게 해, 흑, 많이 아프지?”"
77,“대애-단한 우애 납셨네.”
78,퉷! 켄의 이마 위로 가래가 툭 떨어졌다. 알리사가 고개를 돌려 사납게 사내아이를 노려봤지만 사내아이는 더는 그들을 보고 있지 않았다.
79,“친남매도 아닌 것들이.”
80,"야, 가자. 가. 소년들이 일제히 걸음을 옮겼다. 아깝다, 더 패지 그랬어! 왁자지껄한 소음이 멀어져갔다. 훌쩍, 알리사가 코를 삼키는 소리가 공터를 가득 메웠다. 한 줄기 스산한 바람이 바닥에 누워있는 켄과 그런 켄의 앞에 웅크리고 앉은 알리사의 머리카락을 흔들고 지나갔다."
81,"“왜 그랬어, 멍청아.”"
82,“네가 놀림당하고 있는데 내가 어떻게 그냥 지나치냐.”
83,속상함에 괜히 짜증을 내자 켄이 여상하게 대꾸했다.
84,"“하하, 그래도 오늘은 저번보다 많이 때렸다.”"
85,“그게 문제야? 네 얼굴은 어쩌고. 할머니가 보면 속상해 하시잖아.”
86,"“괜찮아, 벌에 쏘였다고 하면 돼.”"
87,"“넌 벌에 쏘였는데 얼굴에 멍이 들어? 미안해, 많이 아프지?”"
88,"“괜찮아, 이까짓 멍이 대수냐! 이담에 정식 기사가 되면 더 많이 다칠 건데 이 정도는 별거 아냐.”"
89,“그렇지만…….”
90,“알리사.”
91,갑자기 몸을 벌떡 일으켜 세운 켄이 한층 진지해진 얼굴로 알리사를 바라보았다. 퉁퉁 부어올라 제대로 보이지도 않는 옅은 갈색의 눈동자가 결연하게 타올랐다.
92,“내가 꼭 정식기사가 될게.”
93,켄이 힘주어 말했다.
94,“그래서 돈 많이 벌면 울 할매랑 너랑 나랑 이 지긋지긋한 슬럼가를 벗어나자.”
95,그렇게 말하는 켄의 눈이 확고한 의지를 담고 빛났다.
96,"“그래서 울 할매 병도 고치고, 너 예쁜 옷도 사주고. 셋이서 오순도순 사는 거야. 꼭.”"
97,켄의 얼굴에 희미한 미소가 떠올랐다가 사그라졌다.
98,“약속이야.”
99,켄이 다짐하듯 새끼손가락을 내밀었다. 그런 켄을 가만히 응시하던 알리사가 손을 뻗어 자신의 새끼손가락을 켄의 손가락에 걸었다.
100,"“응, 꼭.”"
101,“약속.”
102,*
103,“오늘 너희 아버지 오셨어?”
104,“응.”
105,아마도. 알리사가 속으로 웅얼거렸다. 오솔길 하나를 사이에 두고 서 있는 낡은 판잣집 두 채를 번갈아 바라보던 켄이 왼편의 판잣집에 시선을 고정했다.
106,“불이 꺼져 있는데?”
107,“요즘 불 안 켜. 양초가 얼마 안 남아서.”
108,“보급품 받은 지 얼마 안됐잖아.”
109,"“그 날 아빠가 술마시고 잔다고, 못받아오셨어.”"
110,알리사의 덤덤한 대꾸에 켄이 앓는 소리를 냈다.
111,“아직 닷새나 더 남았는데……. 안 불편해?”
112,“적응하면 괜찮아.”
113,씁쓸하게 이어진 알리사의 말에 켄의 눈빛이 흐려졌다.
114,“혹시 너희 아버지 안 들어오신 거면 우리 집으로 와. 할머니가 스프 만들어 놨으니까 같이 먹자.”
115,"“응, 알았어. 잘 가, 켄.”"
116,"“안녕, 알리사.”"
117,갈래길에서 다른 방향으로 몸을 돌린 두 사람은 각자의 집으로 멀어져갔다. 다 낡아 툭 치면 나가떨어질 것 같은 판자문의 고리를 잡고 선 알리사는 문득 들려오는 까마귀 소리에 고개를 돌렸다. 어느새 능선 너머로 해가 지고 있었다. 해가 완전히 사라지면 또다시 어두운 밤이 시작되리라.
118,춥고 배고픈 밤을 홀로 지새우고 싶지는 않았다. 알리사는 조급하게 문고리를 당겼다. 끼익하는 소름끼치는 마찰음이 고요한 집안을 울리고 지나갔다. 어둠이 내려앉은 집안에는 보급 빵 덩어리에 핀 곰팡이의 눅눅한 냄새만 가득 차 있었다.
119,“아빠?”
120,"알리사의 조그마한 목소리가 공허하게 울려 퍼졌다. 알리사는 숨을 죽였다. 집 안에서는 사람의 흔적을 찾아볼 수 없었다. 조심스레 집안으로 발을 들여놓은 알리사의 고개가 저절로 켄의 집 쪽으로 돌아갔다. 잠깐의 정적, 그리고 배곯는 소리. 알리사의 시선이 식탁 위에 놓인 곰팡이 핀 빵 위로 고정됐다. 짧은 한숨의 끝에 낡은 문이 끼익, 닫혔다."
121,알리사가 잠에서 깨어난 것은 문이 열렸다가 닫힐 때마다 들려오는 소름끼치는 경칩 소리 때문이었다.
122,“아빠?”
123,눈을 비비며 비척비척 자리에서 일어난 알리사는 어둠이 눈에 익길 기다리며 더듬더듬 문 앞으로 나아갔다. 거칠게 숨을 몰아 내쉬는 소리와 함께 알코올 냄새가 훅 풍겨왔다.
124,‘아빠 냄새…….’
125,낯선 이가 아니란 것에 안도한 알리사는 식탁을 더듬어 곰팡이 핀 빵을 찾아냈다.
126,"“아빠, 집에 먹을 게 이거 밖에 없어요. 곰팡이가 조금 슬긴 했는데 이 부분만 떼어내고 먹으면 괜찮을…….”"
127,“알리사.”
128,에반의 조용한 부름에 알리사가 어깨를 움찔했다. 에반이 먼저 말을 걸어온 것은 오랜만이었다.
129,“네?”
130,“네 엄마가 보고 싶지 않니?”
131,“……엄마요?”
132,"에반이 줄리아의 이야기를 먼저 꺼낸 것은 처음이었다. 에반은 줄리아의 죽음과 함께 태어난 알리사를 좋아하지 않았고, 없는 것처럼 취급했다. 켄의 할머니인 소피아가 알리사를 챙기지 않았다면, 알리사는 기억도 못하는 아주 어릴 적에 이미 굶어 죽었을 것이다."
133,"“그래, 네 엄마 말이다. 다른 남자랑 놀아나 너를 임신한 네 엄마!”"
134,평소보다 강하게 풍겨오는 알코올 냄새에 알리사는 저도 모르게 뒷걸음질 쳤다. 어린 아이의 감으로도 알 수 있었다. 지금 상황은 뭔가 위험했다.
135,“죽자.”
136,순식간의 일이었다.
137,“차라리 죽자.”
138,“꺄아아아악!”
139,손을 쓸 도리조차 없이 머리채가 부여 잡혔다. 알리사는 에반의 손에 붙들려 몸부림쳤지만 속수무책이었다. 두피가 뜯겨져 나가는 것 같은 고통이었다.
140,"“아빠, 아빠, 싫어요! 제발!”"
141,"“죽자, 알리사. 이 애비랑 같이 죽자.”"
142,"죽자, 죽어. 끊임없이 중얼거리는 에반의 눈에 붉은 섬광이 일었다."
143,“네 엄마 곁으로 가는 거다. 좋지? 응? 너도 좋지?”
144,"“잘못했어요, 잘못했어요! 죽기 싫어요. 살려주세요, 아빠. 싫어요.”"
145,"잘못한 것 하나 없음에도 자꾸만 잘못했다며 되뇌는 알리사에 에반의 발걸음이 문득, 멎었다."
146,“잘못?”
147,에반이 얼굴을 기괴하게 일그러트린 채로 알리사를 돌아보았다.
148,“넌 잘못한 게 없단다.”
149,나긋한 속삭임이 허공을 감돌았다.
150,"“잘못한 건 다른 남자랑 놀아난 네 애미지. 네가 아니라. 그래, 네 잘못이 아니지! 흐으으으흑!”"
151,울음인지 웃음인지 모를 소름끼치는 흐느낌을 내뱉으며 에반이 알리사의 몸에 발길질을 가했다. 알리사의 입에서 날카로운 비명소리가 튀어나왔다.
152,알리사의 두 눈에 공포가 가득 찼다. 그리고 에반의 손에서 힘이 잠깐 빠져나간 순간을 놓치지 않은 알리사가 에반의 손아귀에서 벗어났다. 에반의 눈에 일순간 당혹스러운 빛이 어렸다가 사라졌다. 알리사는 차마 바깥으로 나갈 생각은 하지 못하고 날쌔게 움직여 집안의 좁은 구석으로 몸을 숨겼다. 알리사는 이제 한 시름 놓았다고 생각했다. 아빠의 술이 깰 때 까지만 버티면 괜찮아질 것이다.
153,"그러나 알리사의 예상을 무참히 깨고, 에반은 아무렇지 않게 좁은 틈새로 손을 집어넣어 알리사의 몸뚱이를 틀어잡았다. 머릿속에 날카로운 경고등이 울렸다. 알리사는 입을 벌려 에반의 팔뚝을 있는 힘껏 깨물었다."
154,“아악!”
155,우악스런 소리를 내지르며 몸뚱이를 휙 뒤로 잡아 뺀 에반이 우스꽝스럽게 나자빠졌다. 에반의 팔에 이빨자국이 선명하게 남아있었다. 알리사는 그 상황이 우스워 저도 모르게 울음 섞인 웃음을 터트렸다.
156,“이게!”
157,"그러나 그뿐이었다. 낡은 원탁을 거칠게 차낸 에반이 다시 한 번 손을 뻗은 순간, 알리사의 금발이 도로 부여 잡혔다. 알리사는 눈을 질끈 감았다. 이제 도망갈 구석도 없었다. 그리고 그 순간, 현관문이 날카로운 마찰음을 내며 열렸다."
158,“에반!”
159,“소피아 할머니!”
160,알리사의 얼굴에 환한 미소가 어렸다. 에반의 손에서 다시 한 번 힘이 빠져나갔다. 알리사는 그 틈을 놓치지 않고 허겁지겁 소피아의 뒤로 숨어들었다. 어느 샌가 다가온 켄이 알리사의 손을 꼭 붙잡아주었다.
161,"“왜 이렇게 시끄럽나 했더니, 이놈아! 이게 무슨 짓이야!”"
162,"“비키세요, 할머니가 상관할 게 아니니까.”"
163,“아니기는! 줄리아가 숨을 거둘 때 내가 거기에 있었는데! 그 애가 나한테 알리사를 잘 부탁한다 말하고 갔는데! 그 남편이란 놈이 애를 잡으려 들어? 네가 애비로서 자격이 있는 거야?”
164,“애비로서의 자격? 애초에 내 자식이 아닐지도 모르는데?”
165,“이런 미친놈! 줄리아가 들으면 저승에서 올라올 소리하고 있네! 네가 그 애를 몰라? 그 애가 어디 다른 남자를 만날 틈은 있었고?”
166,“하지만 알리사의 외모가…….”
167,“외모만 보고 생각하면 켄도 어디 내 손자냐? 내 미모를 하나도 닮지 않았는데!”
168,"소피아의 당당한 외침에 켄이 할머니, 하고 앓는 소리를 냈다. 에반이 입을 꾹 다물고 고개를 돌렸다."
169,"“눈을 봐라, 네 푸른 눈을 꼭 빼닮았는데 이래도 네 자식이 아냐?”"
170,“그것 말고 생김새요. 아무리 봐도 저나 줄리아는…….”
171,"“둘 다 안 닮은 게 얼마나 다행인데! 안 닮았으니까 이렇게 예쁘게 태어난 거 아냐! 이상한 놈들 꼬일까 전전긍긍해도 모자랄 판에 누가 누굴 죽여? 그 전에 너 죽고, 나 죽고다 이놈아!”"
172,다시 한 번 입을 다무는 에반을 가만히 응시한 소피아가 혀를 차며 고개를 절레절레 내저었다.
173,"“냄새나는 꼴을 보아하니 술을 한 바가지로 마신 모양인데, 깨고 나서 제대로 얘기해보자. 알리사는 내가 데려가마.”"
174,소피아가 알리사와 켄의 손을 양손에 잡고 몸을 돌렸다. 알리사는 여전히 쑤시는 머리채를 한손으로 매만지며 고개를 돌렸다. 어둠 속에 가만히 서 있는 에반은 알리사를 거들떠도 보지 않았다.
175,"그 날 밤, 알리사는 소피아의 미안하다는 소리를 자장가 삼아 잠이 들었다가 깨어났다. 그리고 다음 날, 소피아와 에반이 무슨 얘기를 한 것인지는 알 수 없지만 에반은 알리사에게 작별을 고했다."
176,"“다녀올게요, 알리사를 부탁드립니다. 할머니.”"
177,지난 몇 년간 일용직 생활을 전전하며 술만 퍼마시던 에반이 좀 더 제대로 된 일자리를 구하겠다며 보따리를 매고 나선 것이다. 어린 알리사를 소피아에게 맡기고 돈을 많이 벌어 5년 후에 돌아오겠다는 약속과 함께.
178,알리사는 그가 약속을 지킬 거라곤 생각하지 않았다. 그리고 술을 마시고 폭력을 행사할 아빠라면 차라리 영원히 돌아오지 않기를 내심 바랐다.
179,"그렇다고해서 이런 결말을 원한 건, 아니었지만."
180,
181,
182,
183,[작품후기]
184,"솔직히 말해서 1화는 보셔도 되고 안보셔도 상관없는 화예요! 주인공인 알리사와 알리사의 주변 인물, 알리사가 작금에 처한 상황, 알리사가 훗날 처할 상황의 배경을 보여주기 위한 장치일 뿐 크게 중요한 내용은 아닙니당ㅎㅎ 본격적인 이야기 진행은 다음화부터!"
185,^^^
186,교차하는 시간
187,
188,“안타깝게 됐구나.”
189,"“거짓, 거짓말.”"
190,눈앞이 부옇게 흐려졌다.
191,"“거짓말이죠? 아니, 거짓말일거야. 거짓말이어야 해.”"
192,넋이 나가 중얼거리는 알리사를 안쓰러운 눈으로 내려다본 남자들이 알리사의 어깨를 두어 번 두드리고는 문간을 벗어났다. 제자리에 멍하니 서서 몸을 제대로 가누지도 못하고 비틀거리던 알리사는 결국 다리에 힘이 풀려 바닥에 주저앉고 말았다.
193,아버지가 약속한 5년은 이미 훌쩍 넘어 어느새 약속한 날로부터 7년이라는 시간이 흘러 있었다. 7년이라는 세월은 결코 짧은 시간이 아니었다. 그간 몸이 많이 약해진 소피아 할머니는 이젠 알리사가 없으면 거동조차 할 수 없는 상황에 놓여 있었고 켄은 2년 전부터 어느 공작가의 수습 기사로 들어가 있었다. 7년의 세월은 그렇게 엄청 난 것이었다.
194,“말도 안 돼.”
195,"눈에서 눈물이 투둑 소리를 내며 떨어졌다. 도시 변두리에 조그마한 집을 구했다는 편지가 왔던 게 바로 일주일 전의 일이었다. 그랬는데, 그런 아빠가."
196,‘사고였단다. 시공을 하다가 미끄러졌는지 바닥으로 추락했는데 바로 아래에 건축 재료로 쌓아둔 벽돌이 그만……. 유감이구나.’
197,알리사는 양 손으로 입을 가렸다. 억지로 억누른 흐느낌이 목구멍을 비집고 튀어나왔다. 소피아 할머니는 아직 주무시고 계셨다. 할머니가 알게 해서는 안됐다. 할머니는 기력이 많이 약해진 상태였다. 아버지의 죽음을 알리는 것은 그렇잖아도 사소한 일에도 충격을 받아 몸져눕는 할머니에게 치명적일 것이다.
198,알리사는 남자들이 손에 쥐어주고 간 종이를 달달 떨리는 손으로 펼쳐보았다. 아버지의 시신을 신전에 안치해 두었으니 화장을 할지 매장을 할지 속히 결정해 알려달라는 내용이었다. 알리사의 미간이 와락 찌푸려졌다.
199,“이 세상에 신이 어딨어…….”
200,눈물이 뺨을 타고 미끄러져 내렸다.
201,"신이 있다면 알리사에게서 아빠를 그런 식으로 앗아가서는 안됐다. 돌아오지 않길 바라면서도, 내심 기대했다. 아빠가 정말로 돈을 많이 벌어 이 지긋지긋한 슬럼가에서 빠져나가게 해 주진 않을까. 이제 술도 끊었다 했으니 술에 절어 폭력적으로 변하는 아빠를 볼 일도 없었을 텐데. 신은 없다. 신이라는 존재가 있다면 그녀에게 그렇게 가혹해서는 안됐다."
202,"“왜, 왜……!”"
203,"분노에 차 차가운 바닥에 엎드렸던 알리사는 퍼뜩 고개를 들어 올려 문을 열고 집을 나섰다. 소피아 할머니가 깨기 전에 아버지의 시신을 확인하고 장례를 어떻게 할지 결정해야만 했다. 결정, 결정이라. 헛웃음이 난다. 그녀에게 애초에 결정권 따위는 없었다. 아버지를 묻을 수 있는 땅이 없으니 아버지는 화장해야 했다."
204,그녀나 그녀의 아버지처럼 돈 없는 자를 돕는다는 명목으로 신전에서는 화장을 무료로 해주고 있었다. 무료라니. 죽은 자에게 베푸는 마지막 적선인가 보지. 알리사는 그녀를 둘러싼 모든 상황이 삐딱하게 밖에 보이지 않았다.
205,어느덧 판자촌과 수도를 가로질러 놓인 낡은 다리 앞까지 다다른 알리사의 발걸음이 문득 멈칫했다. 다리 난간 위에 불량스럽게 앉아 행인들을 구경하는 대여섯 명의 청년들의 옷은 굴뚝 속에서 방금 튀어나온 것 마냥 지저분했다. 잠깐의 망설임 끝에 알리사는 계속해서 가던 길을 나아갔다.
206,“어? 알리사!”
207,그리고 청년들 중 하나가 알리사를 알아챘다. 나머지 청년들이 일제히 알리사의 쪽으로 고개를 돌렸다.
208,"“어딜 그리 바쁘게 가냐, 알리사?”"
209,청년들은 알리사를 향해 낄낄거리고 휘파람을 불어대며 일제히 그녀를 조롱하기 시작했다. 알리사는 그런 그들의 쪽으로 미동도 않고 계속해서 걸어갔다. 그러나 오히려 그것이 그들을 자극하기라도 한 모양이었다.
210,"“아, 알겠다!”"
211,그들의 맨 앞에 있던 덩치 좋은 청년이 손가락을 딱 소리 나게 튕겼다.
212,“오늘도 매음굴에 가는 거지 알리사?”
213,"“이야, 그런 거라면 그렇게 멀리까지 갈 필요 없는데 말이지!”"
214,"“알리사, 이리와! 우리가 동전 한 푼 줄 테니 굳이 가지 않아도 돼!”"
215,알리사 수위 높은 농담을 던지는 청년들을 앞을 덤덤하게 지나쳤다. 처음에는 몇 번이고 상처받았던 저들의 발언도 이제는 아무렇지 않게 느껴질 정도로 알리사는 무뎌져 있었다. 게다가 오늘과 같은 날엔 더더욱 그들의 조롱을 맞받아칠 정신이 남아있지도 않았다.
216,마침내 신전 앞에 도착한 알리사는 신전의 엄청난 크기에 잠깐 위압감을 느꼈다. 어째서인지 발들이고 싶지 않은 장소였다. 아빠의 시신이 놓여있다는 생각 때문일까. 발을 들여놓아 얼굴을 확인한다면 부정조차 하지 못할 거란 생각에?
217,“네가 혹시 에반의 딸이냐?”
