,0
39,계단을 돌아 내려오며 혀를 찼다.
40,"“또, 이 지긋지긋한 때가 돌아왔어.”"
41,"성의 돌 벽 사이로 스미는 냉기와도 같은 목소리였다. 그러나 성의 여자들에게도, 가신들에게도 그것은 익숙했다. 횟수로 9년. 저 냉기 같은 말이 시작하는 바로 이때."
42,‘눈 여우’사냥이 시작된다.
43,"지긋지긋해도, 끔찍해도 성의 하나뿐인 대리자."
44,잠시 머리에서 목 끝까지 감싼 베일이 흐트러지진 않았는지 확인하며 응접실 안으로 들어갔다. 얼마나 땔감을 땐 건지 부드러운 토끼털로 안감을 채운 실내화 속에 땀이 배어 나올 것 같았다.
45,‘허약한 남자들 같으니.’
46,"“어이쿠. 아가씨, 따뜻한 방 안에서 뜨개질이나 하실 것이지 용케도 나오셨습니다. 그렇게 누누이 괜찮다고 했는데 말이죠.”"
47,"성의 가장 오래된 가신 중 하나인, 아벨린 경이 과장하듯 일어나 고개를 숙였다. 그러나 노련한 얼굴 속 짙은 회색의 눈동자가 조롱하듯 바라봤다는 건 모르지 않다. 앉은 채 인사하는 주변 인간들 모두 같다."
48,"제 주인의 하나뿐인 딸이자 성의 대리자이니 고개는 숙이나 저들 딴에는 고깝기 그지없는 나였다. 새파랗게 어린 것이, 그것도 검을 들고 사냥을 할 줄도 모르는 여자가 감히 응접실의 문을 열고 훈수를 두려 하니 기가 막히겠지."
49,“불씨가 꺼질까 전전긍긍하며 보초 설 정도는 아니니 너무 걱정 마세요.”
50,"우습게도 그것은 벌써 9년째, 매년 연례행사처럼 나오는 말이라 이젠 내게 그건 한낱 재 부스러기만도 못한 말이었다. 해마다 비꼬는 강도는 더해가지만 응수하는 요령도 해마다 늘어 이젠 없으면 섭섭할 지경이었다."
51,“그 불씨도 다 저희들이 구해온 겁니다만?”
52,"“내 성에서 내가 사들인 곡식을 먹고, 내가 사들여 빚은 술을 마시고, 내가 사들여 날카롭게 벼린 칼을 들고 다니시는 분이 그런 말 하니 섭섭하군요. 내년에는 먹을 줄만 알고 제대로 쌀 줄 모르는 입을 꿰매라 명해야겠습니다.”"
53,고저도 없이 내뱉는 말임에도 조롱하는 말투에 기분이 나빴는지 아벨린 경이 콧김을 요란하게 내뿜었다. 그가 그러거나 말거나 그를 지나쳐 응접실 한가운데의 원탁에 다가갔다.
54,"“나 참, 마드렌 부인을 당장 내쫓아야지 안 되겠군. 가르치라는 신부수업은 안 하고 정숙하지 못하게 벌써부터 남자를 쥐어짜는 기술만 가르치는 거 보니.”"
55,의자에 앉기 전에 그들을 돌아봤다.
56,"저질스런 언변에 주변 사내들이 웃음을 터뜨렸다. 우습지도 않은 말이지만 아직 미혼이자 이 자리에 홀로 여성인 내게 수치를 주기 위해 그만한 효과가 없으니 저러는 것이었다. 그리고 이것이 이들의 본성이자, 성주의 딸에게 보내는 경고다."
57,혹독한 위그노드(Wignode)에서 겨울 민족은 오로지 힘과 본능만으로 살아 남아왔기에 예의나 명예 따윈 어디서나 볼 수 있는 눈만큼이나 가치 없었다. 그렇기에 지독히도 남성 우월주의적인 사회였다.
58,베일 너머 그들의 시선을 바라봤다.
59,"“이런, 벌써 소문이 새어 나갔나 보군요. 다들 아시니 잘하실 거라 믿습니다. 함부로 놀리는 혀 때문에 아래가 반 토막 부러지는 꼴을 두 눈으로 경험하고 싶지 않다면 말입니다.”"
60,그러나 나 역시 겨울 민족의 딸. 얼음을 세 치의 혀 밑에 두고 말하는 법쯤은 걸음마 뗄 때부터 자연스레 익혀왔다.
61,“성주님을 믿고 너무 까부시는 거 아닙니까?”
62,“이럴 때 까불지 언제 까불겠습니까.”
63,고저는 없지만 고압적인 말투에 아벨린 경과 주변 가신들의 얼굴이 질렸다. 쓸모없이 무겁고 커다란 원탁의자를 붙잡으며 쐐기를 박았다.
64,“더욱이. 치매라도 걸리신 겁니까? 영지를 지키는 노아의 씨앗이 누구 것인지 자꾸 잊으시나 봅니다.”
65,겨울민족이 사는 위그노드를 지키는 것은 겨울 성의 원탁의 기사들이었다. 하지만 이제 그들보다 더 막강하게 위그노드를 지키는 건 노아의 씨앗으로 자란 얼음 가시나무였다. 그들이 내 여성성을 가지고 놀렸으니 나도 그들의 무능한 남성성을 가지고 비꼰 거였다.
66,"하지만 그들은 내 말에 더는 아까처럼 웃을 수 없었다. 절대 부정하지 못할 사실이었기 때문이었다. 더욱이, 9년 새 상황은 너무도 달라져 있었다."
67,"위그노드가 혹독하다고 하나 계절이 겨울 뿐이었다면 제아무리 얼음을 베고 잔다는 겨울 민족일지라도 살아남지 못했을 거였다. 열두 달의 달 중, 아홉 달을 제외한 나머지 석 달은 봄이었다."
68,"그 말은 즉, 사내들이 집안의 가장으로서, 아버지로서, 남편으로서 사냥할 수 있는 계절은 오로지 이 석 달 뿐이라는 소리였다. 그런데 겨울 성의 성주인 아버지가 자리에 누운 9년간 위그노드에 불어 닥친 혹독한 바람은 칼날과도 같아서 나머지 석 달조차 겨울이 간섭하기 시작했다."
69,"눈이 그치고, 바람이 멈추는 아주 적은 날만이 봄인 거였다. 사람조차 버거우니 영지 내 겨울 숲에 사는 동물 역시 수가 줄기 시작했다."
70,"자연스럽게 사냥의 계절이 축소되니, 사냥 하지 못하는 남자들의 입지조차 축소되었다. 이 혹독한 위그노드는 땅을 일궈 밭을 가는 풍요로운 대지가 아닌지라 사냥을 해 그들의 뼈와 살과 가죽을 취하며 사는 곳이었다."
71,오래전에 복속한 남쪽 이브실라(Ivshila)의 풍요로운 영지가 없었더라면 겨울민족일지라도 얼음만 퍼먹고 살 순 없으니 진즉에 굶어 죽었을 것이다.
72,아벨린 경이 신경질적으로 벽난로에 땔감을 던져 넣었다.
73,"“제길, 내 저 성격에 이렇게 생색낼 줄 알았지. 풍요로운 시절엔 죽자 사자 영지를 지키고, 사냥하며 곰이고 여우고 잡아와 호강시켜준 것은 홀랑 잊고서. 이래서 여자들이 사내 고생하는 걸 모른다니까. 그저 숲에만 가면 가죽이고, 털이고, 고기며 나무에 걸린 줄 알고. 에잇, 짜증 나.”"
74,그가 툴툴거리며 빈정거렸다.
75,저 과거 예찬은 늘 있었던 일인지라 가벼이 말을 무시했다. 그리고 원탁 의자를 빼기 위해 힘을 주는데 커다란 손이 앉기 편하게 의자를 빼주었다.
76,“아이샤.”
77,푸른 눈동자가 다정하게 웃는 게 검은 베일 너머로도 똑똑하게 보였다. 목에 닿을 듯 길게 자라난 옅은 금발과 시릴 정도로 하얀 피부는 순수혈통의 겨울 민족만이 타고나는 것이기에 긍지와도 같은 모습이었다.
78,"그리고 위그노드에서 거의 볼 수 없는 맑은 하늘과도 같은 푸른 눈동자. 그것은 위그노드의 지배자 즉, 이 겨울 성의 가계라는 증명이고, 앞으로 내 반려가 될 자의 것이었다."
79,그러나 그뿐.
80,그가 손을 뻗어 베일에 손을 대려 하자 고개를 피하며 자리에 앉았다.
81,"“거기까지. 자리에 앉아, 레사휘.”"
82,"아무리 사촌이자, 1년 뒤 성인식을 치르면 남편으로 맞을 자이긴 하나 스스럼없이 베일에 손을 대려는 것은 도가 지나치다. 그나마 이것도 봐준 거였다. 다른 이였다면 당장에 매섭게 손을 내리쳤을 것이다."
83,“여전히 얼음장이군.”
84,레사휘는 허공에 남은 손을 내리며 옆자리에 앉았다.
85,“쓸데없는 짓 하니까.”
86,옆을 바라보는 대신 앞을 보며 작게 말했다. 굳이 표정을 보지 않아도 아무렇지 않을 거란 건 자명했다. 이런 거 하나에 신경 쓸 살얼음 같은 신경 줄이라면 그는 겨울 민족이 아니다. 더욱이 1년 후에는 반려가 될 상대. 태생이 사냥꾼인 이들에게 곧 잡아먹을 먹잇감은 귀하지 않다.
87,"아내 될 자이고, 성주의 딸이기에 미소는 주되, 도움의 손길은 내밀지 않는다. 그러니 이들이 날 조롱해도 그는 나서지 않는다. 그리고 나 역시 도움 받을 정도로 약하지 않다."
88,"더욱이 아비가 병상에 누운 지금, 그걸 호의라 판단할 정도로 멍청했다면 이 자리에 있지도 않았을 거였다."
89,"만일, 반려가 될 자라고 쉽게 얼음을 녹여대다간 날 물로 보고 이것저것 간섭할 것이 분명할 테니까."
90,"노어 경이 내 앞으로 지도를 가져다 놓았다. 이미 응접실에 오기 전, 성의 가장 높은 탑에 머무는 관측자들에게 다녀왔던 터였다."
91,“성의 관측자들 말로는 앞으로 두 달은 봄이 지속될 거라 예측하고 있습니다. 그렇다면 이 기회에 여기. 사슴의 숲을 지나 얼음 봉우리까지 나아가야 합니다.”
92,지도를 가느다란 막대로 가리키며 사냥 경로를 짰다. 드디어 겨울이 줄어들 기미가 보이는 건지 저번 해에는 한 달 반이었던 봄이 이번에는 보름이나 더 길었다. 이건 기회일 수도 있다. 영지민들의 사냥 범위를 넓히게 하는 것과 동시에 안전한 수호범위를 넓히는 거였다.
93,그러나 반대로—
94,‘눈 여우’에게도 기회일 수도 있었다. 그래서인지 지도를 보는 눈길들은 얼음처럼 찼다.
95,“위험합니다. 날씨는 어느 때고 변덕적인 것. 관찰자들의 말만 믿었다가 중간에 다시 겨울이 오게 된다면 전멸할 수도 있습니다.”
96,노어 경이 제법 침착하게 말했다.
97,‘눈 여우’에게 겨울이 약점이듯 우리에게도 겨울은 살아남을 수 없는 절벽과도 같았다.
98,예고도 없이 순식간에 눈보라가 휘몰아치며 지상의 모든 것을 얼리고 그 위에 눈으로 덮는다. 겨울은 잔인하다. 그러나 아이러니하게도 그 겨울이 있기에 우린 살아남을 수 있었다.
99,지도에 적힌 얼음 봉우리란 글자를 지나 한참을 시선을 위로 올리면 동그라미가 그려진 눈 여우들판 글자가 있다. 그것은 십 년 전까지만 해도 정말로 희귀한 하얀 털을 가진 눈 여우가 사는 들판이었다.
100,고개를 들었다.
101,“안전만 따지기에 이번 봄은 깁니다. 우리에게 봄이듯 ‘눈 여우’에게도 봄이니까요. 이제 길어진 기간만큼 수시로 내려오는 ‘눈 여우’를 막기만 하다간 우리가 전멸할지도 모르는 일입니다. 더욱이 이 근방의 숲은 이미 사슴은 물론 토끼마저 씨가 마를 지경 아닙니까?”
102,그러나 내 물음에도 모여선 기사들의 입은 열리지 않았다. 한심스럽지만 이해한다.
103,나 역시 ‘눈 여우’를 눈으로 똑똑히 보고 그것의 두려움을 익히 몸으로 익혔던 것. 그래서 그들이 기사임에도 두려워하는지 안다. 하지만 이 기회를 녹아 사라질 얼음처럼 만드는 것은 멍청한 일이다.
104,오랜 시간 동안 끌어온 방어는 더 이상 최상의 수단이 아니다.
105,“먼저 가서 땅 속에 드러난 채 아직 깨지 않은 ‘눈 여우’를 죽이고 사냥터를 넓혀야 합니다. 그렇지 않다면 우린 정말로 긍지를 버려야 할 때가 올 것이니까요.”
106,계속 이대로 가다간 결국 겨울 민족의 긍지이자 터전인 위그노드를 포기하고 이브실라로 옮겨야 할지도 모른다. 할아버지에서 아버지를 지나 그리고 자식에게 물려줄 땅을 버리고. 그러나 이렇게까지 말하는데도 남자들의 입은 봉한 것처럼 열리지 않았다.
107,‘용기라곤 쓸개도 없는 남자들 같으니라고.’
108,속으로 혀를 찼다.
109,"“노어 경의 말대로 얼음 봉우리는 너무 멀고, 그곳이 어떻게 변했을지는 예상할 수 없습니다. 차라리 사슴의 숲까지 만으로 하는 게 어떻습니까? 그럼, 솎아내는 것도 더 쉬울 겁니다.”"
110,그중에서 기네드 경이 입을 열고 지도를 가리켰다. 확실히 사슴의 숲까지 만으로도 영지를 넓힌다면 조금 더 버틸 수 있다. 그러나 그건 정말로 ‘조금’ 더 버티는 것이다. 위험할지라도 강행하지 않는다면 또다시 시련이 닥칠 것은 불 보듯 뻔하다.
111,"“그럼, 차라리 조를 나누는 건 어떻습니까? 소수로 노아의 씨앗을 심는 조를 보내고 나머지가 방어에 치중하는 거로. 소수인 경우 기동성도 빨라 일을 처리하는 것도, 도망치는 것도 수월합니다. 지금 우리에겐 ‘눈 여우’에게 뺏긴 터전을 되찾아 사냥터와 안전한 수호범위를 늘리는 것도 중요하지만 영지 내에 침입하는 ‘눈 여우’도 잡아야 합니다.”"
112,레만 경의 제안에 다들 수긍하는 분위기였으나 나는 단호히 고개를 저었다.
113,“소수만 보내기에 ‘눈 여우’는 만만치 않습니다. 오히려 소수의 기동대가 성공하지 못하고 전멸하게 된다면 그거야말로 개죽음. 더는 인력을 낭비할 수 없습니다.”
114,예전이었다면 찬성했을 수도 있겠지만 이제는 아니다. 가뜩이나 원탁의 빈자리만큼이나 기사들의 수도 줄었고 병사들도 많이 죽었다. 단결성으로 뭉친 영지민을 차출하기에도 한계가 있었다. 아벨린 경을 향해 고개를 들었다.
115,“실로이의 병사들은 남았습니까?”
116,“남긴 무슨. 지난해 거의 다 죽었습니다. 봄도 못 견디는 나약한 것들을 보내니 아깝게 먹이고 입힌 것만 날렸습니다.”
117,‘하긴‘
118,"입술을 깨물었다. 실로이에서 보내주는 지원 병사들은 남쪽의 땅에서 온 자들이라 추위와 공포에 질려 영지민보다 제구실을 못 했다. 겨울 민족이 괜히 겨울 민족이라 불리는 게 아니다. 그리고 이렇게 사람이 부족하게 된 이유는 모두,"
119,‘눈 여우’ 탓이었다.
120,"9년 전, 갑자기 나타난 그것."
121,"그것은 봄이 시작되던 날, 갑자기 나타났다. 땅 아래 잠들었던 씨앗이 싹을 틔우듯이 얼어붙은 땅이 봄을 맞아 녹자 땅속에서 튀어나왔다."
122,"사람만 한 몸체에, 하얀 털로 뒤덮인 몸. 날카로운 손, 발톱과 붉은 눈을 가진 그것은 비정상적인 크기를 빼고 외양만으로 논할 때, 예전에 우리가 사냥 때 잡던 눈 여우와 흡사했다. 그러나 아니었다. 그것은 몸을 베어도 얼음처럼 떨어져 나갔다가 다시 붙고 억센 악력과 손발톱으로 사람의 몸을 산채로 찢어 발겨 피를 탐한다."
123,"한 번에 목을 베거나 심장에 검을 꽂지 않는 이상 죽지도 않는다. 우리는 지상의 모든 것을 먹지만 그것은 오로지 사람만을 먹었고, 눈이 녹은 땅 위에 시체가 눈처럼 쌓여 갔다."
124,"9년 전, 어미가 오라비와 함께 떠나고 아비가 병으로 쓰러지자마자 나타난 그것은 저주처럼 위그노드를 감쌌고 속수무책으로 영지민들이 죽어갔다. 그것이 어디에서 왔고, 어떤 존재인지 아무도 몰랐다. 도망치려 해도 우리에게 봄이듯 그들에게도 봄인지라 끝없이 땅속에서 나와 위에서부터 내려왔다."
125,"살아남은 자들은 아시네헤의 딸을 탐한 아비의 죄로 저주가 내려졌다 소리쳤고, 나는 그 아비의 딸이자 겨울 민족의 딸로서 그들의 분노를 막아야 했다."
126,더욱이 우리는 긍지 높은 위그노드의 겨울 민족.
127,"겨울에게서도 도망치지 않은 민족이 한낱 삿된 것에게 터전을 뺏기고 위그노드의 한 줌도 안 되는 이브실라에 정착할 순 없는 노릇이다. 이제와 여기서 우리가 도망친대도 결국 그 아래 이브실라는 물론 타레베와 헤스티, 그리고 왕족이 사는 실로이까지 위험해지는 건 불 보듯 뻔하다."
128,우리가 살 최선의 방법으로 노아의 씨를 땅에 심었다.
129,노아의 씨를 땅에 심으면 그 반경 백 미터에 겨울의 효과가 나타난다. 그로 인해 겨울이 약점인 ‘눈 여우’가 침입하지 못한다. 그렇게 우리는 대륙의 삼분의 이를 차지하고 있던 위그노드의 땅을 거의 다 ‘눈 여우’에게 내주고 영지 주변의 땅만을 겨우 보존할 수 있었다.
130,"만일, 겨울이 조금이라도 짧았다면 노아의 씨앗이 있다 하더라도 얼음을 녹아내리게 하는 봄볕에 의해 우린 전멸했을지도 모른다."
131,그게 벌써 9년 전.
132,"더는 겨울민족에게 봄의 평화란 없다. 노아의 씨는 순식간에 싹을 틔워 백 미터 주변에 얼음으로 만든 가시나무를 자라게 하지만 땅을 얼려 사람도, 동물도 살 수 없게 만든다. 더욱이 그것도 완벽하지 못하다."
133,"봄이 되면 땅속에서 깨어나 올라오는 ‘눈 여우’는 가시나무가 녹은 사이로 침입했고 우리는 매년 봄이 되기 전, 겨울의 막바지에 ‘눈 여우’ 사냥을 한다."
134,땅이 녹은 틈 사이로 깨어나 가시나무 틈으로 들어오는 ‘눈 여우’를 죽이고 노아의 씨를 점점 위로 심어 우리의 영지이자 사냥터를 넓힌다. 그리고 최종적으로 ‘솎아내기’라 말하며 노아의 씨를 심어 탈환한 영지 내의 ‘눈 여우’를 죽인다.
135,"“그럼 다른 방법이 있습니까? 이것도 안 된다, 저것도 안 된다면 어쩌자는 겁니까?”"
136,짜증난다는 듯 아벨린 경이 투덜거렸다.
137,나는 베일 너머로 날 바라보는 그들을 흐트러짐 없이 응시했다.
138,“반대로. 반대로 해야 합니다. 삼분의 일의 소수 병력이 영지에 남아 가시나무를 넘어오는 ‘눈 여우’를 죽이고 나머지 모두가 영지를 넓히는 데 힘써야 합니다. 최종 목적지는 얼음 봉우리. 기필코 여기까지 나가야 합니다.”
139,막대 대신 손가락으로 강하게 지도의 적힌 ‘얼음봉우리’ 글자를 눌렀다.
140,“아이샤의 말대로 합시다.”
141,조용히 침묵하던 레사휘가 입을 열었다. 힐끗 그를 향해 고개를 돌리자 그가 미소를 흘렸다.
142,“어차피 가시나무를 넘는 ‘눈 여우’는 소수. 그러니 아이샤 말대로 영지를 방어할 나머지를 제외한 모두가 영지를 넓혀야 하는 게 맞습니다. 이 중 어느 누구도 내년에도 이렇게 봄이 길지는 장담하지 못하지 않습니까? 얼음 봉우리까지라면 산새가 험하고 깊은 탓에 큰 동물들도 많고 나무들이 많은 탓에 ‘눈 여우’가 잠든 땅도 많지 않으니 되려 ‘솎아내기‘ 가 더 쉽고 안전할 겁니다.”
143,원탁에 앉은 기사들이 레사휘의 말에 술렁이기 시작했다. 한숨이 나올 것 같은 작태지만 가만히 두고 봤다.
144,어차피 레사휘의 말은 내 말을 대변한 거나 다름없지만 저들에게는 여자가 아닌 남자에게 나온 말이라는 게 중요했다. 저들은 내 의견이 마음에 들어도 따르겠다는 말은 죽어도 하지 않는다.
145,"그들이 레사휘의 말에 동의하는지 원탁에서 일어나지 않았다. 반박도 없다. 힘이 지배하는 사회, 차기 성주가 될 레사휘의 말에 따르는 건 당연한 일이다. 9년간 익히 봐온 자들이지만 그들은 고작 성주의 딸이 영리할 것을 원하지 않았고 좋은 제안을 하는 것도 원하지 않았다."
146,‘좋을 대로.’
147,"그대로 일어나 응접실 밖으로 나섰다. 이제 다가오는 봄을 위해 남자들이 일하기 시작했고, 그것은 곧 여자들이 우는 일이 시작되는 일이다."
148,그러므로 계단을 돌아 여자들이 모인 방으로 내려갔다.
149,
150,
151,
152,[작품후기]
153,설정 때문에 조금 복잡하다 여기실 수 있습니다 ^^
154,"요약하자면 '눈여우'는 땅속에서 잠을 자다 봄이 되면 녹은 땅 속에서 튀어나와 사람을 죽이고 그걸 막으려면 노아의 씨앗으로 땅을 얼려 영지를 넓히고, 사냥이란 이름 하에 땅속에 잠든 '눈여우'와 땅 위로 튀어나온 '눈여우'를 죽인다는 소리입니다."
155,'아시네헤의 딸'이나 '노아의 씨앗'은 차차 자세한 설명이 나옵니다 ^^
156,"선작과 추천, 코멘 모두모두 감사합니다 ^^~"
157,^^^
158,1. 겨울 숲의 흰 사슴
159,
160,*
161,책장을 넘기자 그 위에 가느다란 손가락이 읽지 못하게 가렸다.
162,“아이샤! 지금 이렇게 책을 읽을 때가 아니라고!”
163,고개를 들자 얼굴을 가린 검은 베일이 흔들렸다. 그러나 토라진 얼굴을 하는 나베란의 얼굴이 보이지 않는 것은 아니었다. 하필이면 고문에 대한 재밌는 글이 적힌 부분이었는데. 그걸 가린 나베란의 손을 꼬집었다.
164,“뭐가.”
165,“아야야. 못된 지지배. 넌 오라버니가 걱정되지도 않니?”
166,"불에라도 덴 듯 책에서 손을 떼어내며 나베란이 날 흘겨봤다. 대답대신 나베란을 가만히 바라봤다. 옅은 금빛의 머리카락을 곱게 빗어 내려 세공된 은장식 머리핀을 한, 푸른 눈의 나베란은 레사휘와 친 오누이 지간이었다."
167,“죽을 정도로 무능하진 않잖아.”
168,"“뭐? 아니, 우리 오라버니가 대단한 건 나도 잘 알긴 아는데. 그래도 네 약혼자잖아.”"
169,“그래서?”
170,태연히 되받는 대꾸에 되려 나베란이 입술을 머뭇거렸다. 나베란과 레사휘가 이 겨울 성에 온 건 9년 전이고 내 태도는 그때와 단 한시도 달라지지 않았다. 그런데도 나베란은 매번 저런 얼굴을 했다.
171,"“혹시 말야, 아이샤. 너는 오라버니가 싫은 거야?”"
172,“아니.”
173,걱정하던 나베란의 얼굴에 희미하게 화색이 돌기 시작했다. 다시금 책에 시선을 돌리며 입을 열었다.
174,“좋아하지도 않아.”
175,"“그, 그게 뭐야.”"
176,“뭘 더 바래.”
177,애정이 없어도 어차피 이어질 사이.
178,"우리의 사이는 고인 채 얼어버린 얼음처럼 9년 전과 다름이 없었다. 지금이야 레사휘가 어떨지는 물어보지 않아 모르겠다만 적어도 내게 그는 싫지도, 좋지도 않은 존재였다. 대답이 마음에 들지 않았는지 나베란이 입을 삐죽이 내밀었다."
179,"“아이샤, 그런 건 좀 아닌 거 같아. 90살 먹은 할머니도 아니고 왜 그래? 넌 파릇파릇한 열아홉이라고. 아니면 오라버니가 마음에 안 드는 거야? 다른 사람이 좋아?”"
180,책에 집중하고 싶은데 오늘따라 매서운 칼바람마냥 휘몰아치는 나베란 덕분에 다음 장을 넘길 수가 없었다. 원하던 대로 책에서 눈을 뗐다.
181,“하고 싶은 말이 뭐야”
182,"“레사휘 오라버니 말야. 여동생인 내가 봐도 멋지고, 잘생겼다고. 그런데 넌 여자로서 두근두근하지 않아? 서로 가깝게 대화하거나 눈 마주칠 때. 손잡을 때도 있을 텐데 떨린 적이 한 번도 없어?”"
183,짙은 한숨에 검은 베일이 작게 떠올랐다가 가라앉았다.
184,“마샤에게 일러둬야겠군. 나베란은 점심에 뭘 잘못 먹은 모양이니 저녁은 굶기라고.”
185,“아이샤! 점심을 잘못 먹어서 이런 말 하는 게 아니라고. 난 말야 네가 안타까워. 대체 뭐가 문제인거야? 사랑에 빠져 날아다니고 애가 끓어도 모자랄 판에. 네가 사랑에 빠져 아름다워지는 모습이 보고 싶어.”
186,"“…정말, 한심스러워서.”"
