,0
153,"""안녕하세요 오늘 발령받은 루나라고합니다."""
154,사람의 인기척이 들리길래 의기양양한 목소리로 인사했다.
155,'원래 인사를 싫어하는 사람은없지'
156,책상위에 있던 얼굴하나가 서류사이로 얼굴만 내밀며 나를 쳐다보았다.
157,순간 눈이 마주쳤다.
158,"하얀 피부에 꼭 탈색한것마냥 연한노랑빛이 맴도는 머리색에,얇게 쌍커풀졌고, 눈꼬리가 살짝쳐져 착해보이는 인상, 맑아보이지만 어딘가 지루해보이는 눈동자. 빨간 앵두같은 입술은 한마디로 미소년이였다."
159,'설마 저사람이 레이조우?!'
160,한참을 말없이 나를 바라보다 그는 한마디했다.
161,"""서재 정리하시면됩니다."""
162,다시 고개를 숙이고 서류에 집중했다.
163,"우물쭈물 거리다 결국 서재로 보이는 공간으로 들어서자 오래된 책과 새책, 잉크냄새가 서로 섞여 이상한 냄새가 먼자 났고,사방이 벽면으로 된 책꽂이에는 꽉꽉 들어찬 책과 반은 바닥에 내팽겨쳐있는 책들이 보였다."
164,'우와 영화에서나 볼수 있는 책장이다 그리고 여길 혼자 정리해야되고..'
165,"일단바닥에 아무렇게나 떨어져있는 공식과 낙서가 가득종이를 주워 한쪽에 차곡차곡 쌓아두었다. 반도 하지 못했는데, 벌써 점심시간이 다되었다."
166,"""식사안하러 가세요?"""
167,나의 말에도 묵묵히 서류만 봤다. 잠시 기다려도 봤지만 아무말도 돌아오지 않았다.
168,"""그럼 전 밥먹으러 갔다오겠습니다."""
169,원래 초반에 습관을 잘못들이면 당연하다고 생각되기때문에 처음부터 당당하게 말해야한다. 장세휘시절의 첫번째 깨달음이였다.
170,"꽤가까운곳에 식당이 있어 배식을 하고나니, 벌써 아리엘과 제니가 자리를 잡고 나를불렀다."
171,"""루나! 여기!!"""
172,제니의 옆자리에 앉자마자 아리엘이 궁금하단 얼굴로 물어봤다.
173,"""거긴 쫌어때? 그 레이라는 사람은 만났어??"""
174,"""밥먹으란 소리를 안해서 혼자 밥먹으러왔어"""
175,빵을 찢어 스프에 찍어 입에 넣으며 말했다.
176,"""그래도 되? 그러다 짤리는거 아냐?"
177,"""다 먹고살자고 하는짓인데, 밥도 못먹게 하면 안되지"""
178,"""그래서 소문에 의하면 그렇게 잘생겼다며..."
179,"왠만한 여자들보다 이쁘게 생겼다던데.. 처음에 얼굴보고 접근했던 여자들이 하루도 안되서 다 나가 떨어진대"""
180,고개를 숙이며 속닥거리듯 제니가 말했다.
181,"""응.. 잘생기긴했더라"""
182,아까 본 하얀 얼굴에 노랑머리를 떠올리며 빠르게 식사를 마쳤다.
183,"""먼저갈께~"""
184,아무리 점심시간이지만 대답을 듣고 나온게 아니라 종종걸음으로 다시 서재로 들어갔다.
185,"들어가기전 살짝 책상을 보니, 그자리에 못박은 듯 그는 계속 그자리에 앉아 있었다."
186,'일중독인가'
187,몇일을 서재에 박혀 책정리만 했다.
188,"처음엔 힘들었지만, 책정리만 하는게 어뗘냐는 마음으로 콧노래까지 불러가며 사다리위에 앉아 책을 꽂아넣었다."
189,"""잠깐 내려오시죠"""
190,맑은 목소리에 고개를 숙이니 그가 밑에서 날 바라보고있었다.
191,서둘러 사다리에서 내려왔다.
192,"""책정리 어떤식으로 하고 있는거죠?"""
193,"""비슷한 내용에 따라 분류하고 있는데요"""
194,"""흐음.....이름이?"""
195,먼가 골똘히 생각해 보이는 그 얼굴이였다.
196,"""루나요"""
197,"""내이름은 레이 조우입니다 레이라고 부르세요"""
198,자신의 이름을 말하고 다시 책상에 앉아 서류를 보기시작했다. 왠지 인정받은 기분이 들었다.
199,
200,
201,
202,[작품후기]
203,깜찍둘맘님 코멘트 감사합니다~
204,미리 써둔거 계속 수정중이라서 ㅜㅜㅜ 최대한 빨리 올리도록할께요~
205,^^^
206,5화 시작
207,
208,이름까지 정식소개받자 레이는 나에게 일을 시켰다.
209,"""루나, 앞으로는 출근하자마자 내앞으로 오는 우편물부터 분리해서 놔주시면되요, 여기 문양을 보고 정리해주면됩니다."""
210,내앞에 아무렇게나 쌓여 산을 이루고 있는 우편물을 내밀었다. 한번에 기억할수 없기때문에 쓰여 있는 문양을 수첩에 그린뒤에 동그라미 엑스 표시로 적어넣고 있자 그런 모습이 신기했는지 레이는 말없이 지켜보다 다시 말했다
211,"""여기있는것들에 대해 모를꺼라고 생각하고, 틈틈이 서재에 있는 책을 보며 익히고, 우선 내가 메모해주는 물품을 구해주면 됩니다"""
212,그전엔 완전 없는 사람 취급에 숨막히는 분위기가 사라지자 이정도 사회생활이면 평생 다닐만 하겠다는 생각도 들었다.
213,틈틈히 레이의 메모심부름을 할때 꼭 수첩에 한번더 적고 나중에 책을 찾아보기도했다.
214,소소한 즐거움도 있었다. 처음 레이가 부탁한 화학재료를 받으러 물품1과에 갔을때 정말로 과학1과에서 왔냐고 물어보던 사람들 표정이 정말 웃겼다.
215,"""저..정말로 제1과에서 나왔다고요?"""
216,모두 놀라서 신기한듯 계속 물어봤었다.
217,"""여...여기, 레이님의 글씨가 맞아!!!!!"""
218,"""앞으로 제가 올꺼같은데 잘부탁드립니다"""
219,뒤돌아서는 내손을 꼭잡고 오래오래 다녔음 좋겠다고 다들 응원해 주었는데.....
220,---------
221,출근하자마자 콧노래를 부르며 우편물을 정리하고 있는데 레이가 말했다.
222,"""지금 중앙회의실로 가보세요"""
223,책상에서 왠만하면 떨어질줄 모르는 레이가 공문을 읽어보라며 내밀었다. 조만간 황태자 생일로 열일 무도회때문에 일손이 부족하다는 공문이였다.
224,중앙회의실 근처부터 웅성거리는 소리가 들렸다. 나말고도 많은 부서에서 지원나왔는지 꽤 많은 사람들이 모여있는듯 했다. 문을 열고 들어서자 웅성거리던 홀안이 조용해졌다.
225,'응? 누가 들어왔나?'
226,내뒤로 누가 들어왔는지 뒤를 돌아보자 아무도 없었다. 다들 정확하게 나를 보고 있었다.
227,'뭐지.. 내가 머 잘못했나?'
228,"""안녕하세요~"""
229,싸한 분위기에 되도 안되는 억지웃음을 지으며 모두를 보며 멋쩍게 웃었다. 더 싸해진 홀안에서 자기들끼리 눈치를 보다 이내 마음먹었다는듯 그중 가장 새침하게 생긴 여성이 말을 걸었다.
230,"""니가 한달째 1과학관에서 일하고 있다는 걔맞지?"""
231,초면에 반말과 함께 날 아래위로 내리 훑었다.
232,"그녀의 무례한 행동에 기분이 아주,몹시 안좋았지만 완만한 사회생활을 위해 웃으며 말했다"
233,"""어"""
234,내말을 듣고 있던 사람들이 다시 웅성거리기 시작했다
235,"""성격도 좋아보이는거 같지 않은데 어떻게 붙어있는거지?"""
236,"""특별히 이쁜거 같지도 않은데 왜 아직도 안짤리는거지!!!"""
237,"""이쁜걸로 따지면 예전에 들어온 도로시가 제일 예뻤지"""
238,"""몸매는 그전에 들어온 레시가 좋았지"""
239,'이것들아 다들린다'
240,내앞에 여자는 분하다는 듯이 다시 말했다.
241,"""어떻게 안찔리고 일하는거지!!!"""
242,"""나도 모르지. 본인한테 가서 직접물어보든지"""
243,나도 정말 궁금하단 얼굴로 고개를 옆으로 살짝 기울이고 말했다.
244,왕실공무원은 처음 배당받은 부서를 마음대로 바꿀수 없다. 또한 원하는 부서로 갈수 없고 다른부서로 옮기는절차도 매우 까다롭기 때문에 거의 불가능하다고 볼수 있다. 불미스러운일이 생기지 않는한말이다. 오로지 쉽게 그만두는 방법은 사수가 된 상사요청이 있을시만 가능했다. 이건 계급이 높은 평민출신들을 위한 제도였다. 콧대높은 신입귀족이 평민밑에서 일할수 없다며 몇번이고 불만을 토해내 그뒤로 정해진 규율이였다.
245,"""흥"""
246,레이에게 직접가 물어볼 용기가 없던 그여자는 가재미눈을 한뒤 돌아갔다.
247,그뒤로 피곤에 찌든 공무원이 앞으로나와 일정을 외쳤다.
248,"""앞으로 두달뒤에 왕실무도회가 개최됩니다."
249,"덕분에 우리들이 할일이 아주 많습니다. 지금부터 각자 맡은일이 적힌 이 종이를 성실히 이행하길 바랍니다"""
250,내가 해야될일은 무도회에 참석하는 귀족의 명단수와 초대장을 확인하는 일이였다.
251,"""저기보이는 하인10명을 데리고 가시면됩니다"""
252,"돌아온 나는 초대장을 내려놓고 바로 점심식사를 하러 갔다. 혼자 배식을 받고 앉는데, 어느샌가 옆에와 앉는 제니였다."
253,"""제니 많이 피곤해보인다"""
254,"""말도마 이제 왕실에서 따박따박 월급나온다고 좋아했던게 어제같은데.. 심술이 다닥다닥 붙은 브릭스자작때문에 눈치보여 죽겠어 심지어 물심부름까지 날 시킨다고!!!!"""
255,그녀는 속사포 렙하는 사람처럼 브릭스 자작에 대한 욕을 했다.
256,"""루나는 어때? 잘해주셔??"""
257,"""머... 아직은 어려운게 없는데.. 이번에 중앙회의실 협조로 이번 황실무도회 초대장 발부해줘야되......"""
258,"""역시 남의돈 버는게 쉽지 않아"""
259,둘다 한숨을 쉬며 밥을 먹었다.
260,
261,
262,
263,[작품후기]
264,깜찍둘맘님 호이챠님바람부는목련님코멘트 감사합니다~
265,뮬그레이스님 수정했습니다~
266,완결까지가 목표입니다!!!!
267,^^^
268,5화 시작
269,
270,"장세휘 시절에도 일복이 터져서 결국 과로로 죽더니, 루나 일때도 일복이 많은거 같다는 생각이 들었다. 혹시 영혼에 일 많이 부려먹어도 됩니다 이런게 새겨 있는게 아닐까 말도 안되는 웃기는 상상까지 들었다."
271,커다란 지도를 펴놓고 명단과 편지를 확인하던중 아까 말한 주의사항에 대해 생각했다.
272,"""매년 편지를 못받는 귀족분들이 몇분 계시니 꼭 꼼꼼히 확인해야합니다"""
273,"지도를 보며 가장 멀리 있는 영지부터 사람을 보내야하니, 먼지역의 명단을 지도를 보며 확인하고 있었다. 뒤에 서 있던 하인 5명을 불러 각각 배달해야되는 편지를 주며 말했다."
274,"""초대장을 전달하되 꼭 집사를 통해 전달하고 여기 보이는 빈공간에 집사이름과 서명을 꼭받아와야한다"""
275,"""네?"""
276,매년 초대장을 배달하던 하인들이 처음보는 요구사항에 놀라 되물었다.
277,"""집사한테 이름과 서명받고 초대장을 전달해, 그리고 너희들 신분패 좀 보여줘"""
278,나의 말에 꾸물꾸물 신분패를 꺼내보였다. 난 그 신분패를 보며 이름과 배달하는 귀족의 이름을 써 놓았다. 나중에 혹시라도 문제가 생길시 빠져나갈 구멍을 만들어 놓는거다.
279,한국에서의 우편집배원을 생각하며 떠올린 방법이였다.
280,"""만약 집사가 뭐라고 하면, 올해부터 방침이 바꼈다고 해 서명을 하지 않으면 초대장을 받을수 없다고"""
281,몇일을 초대장과 명단을 꼼꼼히 확인했다. 그리고 마지막 하인까지 보내고 새로작성한 명단을 들고 일어났다.
282,교육기간동안 궁안 구조에대해 알려줬지만 복잡한 곳은 수첩에 몰래 적어놨었다. 수첩을 보며 왕실기사단으로 향했다.
283,멀리서도 들릴만큼의 기합소리에 맞게 잘 찾아왔다는 생각에 슬쩍 웃으며 건물로 들어섰다.
284,꽤나 큰 건물안에 보좌관의 안내를 받아 도착한 곳은 커다란 서재앞이였다.
285,"""안녕하세요 이번 중앙관리과 지원나온 제1과학관소속 루나 벨 브라이트라고합니다. 새로 작성한 왕실초대장명단입니다"""
286,얼굴도 보지 않고 최대한 예의있는 몸짓으로 인사를 올리고 서류를 내밀었다.
287,나의 인사에도 아무말 없던 그는 보좌관이 대신 전달한 서류를 보기시작했다.
288,'휴'
289,그제야 고개를 들고 그를 봐라봤다.
290,"커다란 창 앞으로 보이는 햇살을 잔뜩 받은 수려한외모에 한국이였다면 아이돌이나 모델, 연기자가 어울릴꺼같았다. 은회색머리에 어딘가 서늘하고 날카로워 보이는 눈, 그안엔 깊어보이는 검정눈동자.."
291,긴손가락으로 서류를 읽고 있는 그.
292,나도 모르게 넋놓고 바라보았다.
293,'이왕실은 유전자가 남다른가'
294,"""아직 할말이 남았는가"""
295,'크윽 어떻게!!!! 목소리도 완전 좋아'
296,살짝 낮게 울리는 목소리에 심쿵한 심장을 살짝 쥐고 물러났다.
297,"""아닙니다.! 그럼 안녕히계세요~"""
298,서둘러 인사를 마치고 나왔다.
299,"건물밖에는 웃통을 벗고, 기사들이 서로 대련을 하고 있었다."
300,"비율좋게 자리잡힌 근육들을 보며, 므흣한 표정을 지었다."
301,'눈요기가 아주 좋아! 매일매일 오고싶다'
302,아주 천천히 걸으며 건물을 빠져나왔다.
303,"칼리아의 수석 보좌관은 한편으로 신기했다. 칼리아 딘 베네치아 공작.. 나라의 보안과 수도기사단장을 맡고 있는 있으며 현 폐하의 가장가까운 친구이자 최측근인 그.. 또는 왕실안 3손가락 안에 드는 미남, 많은 영애들이 결혼하고 싶은 남자"
304,자기 사람이 아니면 딱히 관심을 가지지 않는 그가 아까 신입 공무원으로 들어온 여자의 명단을 뚫어지게 보고 있었다.
305,"""무..무엇이 잘못 되었습니까?"""
306,보좌관은 식은땀을 흘리며 물었다. 완벽주의에 가까운 칼리아가 또 무언가 잘못된 점을 짚는게 아닌가 조마조마했다.
307,"""완벽해"""
308,"""네 완벽하.. 네? """
309,그제야 보좌관 손에 있던 명단을 황급히 보자 지역별로 가까운곳에서 먼곳까지 깔끔하게 정리되어있었다. 매년 이맘때 명단작성으로 몇번의 실수때문에 골머리를 썩였던것이다.
310,"""이번에 들어온 신입공무원이 아주 일처리를 잘하나봅니다"""
311,"""아까 제1과학관소속이라고 안했나?"""
312,"""맞습니다. 거긴 레이 조우남작님이 계신곳 아닙니까...신기하네요"""
313,"""흐음"""
314,칼리아는 명단을 다시 보다 아까 황급히 나가던 그여자뒷모습을 다시 떠올렸다.
315,
316,
317,
318,[작품후기]
319,관심 가져 주신 분들 감사합니다~
320,^^^
321,5화 시작
322,
323,"무도회가 열리기전 왕실공무원 전용 제복을 받았다. 교육받을때 평상복, 무도회용, 외부손님용 등등 행사에 따라 입는 용이 달랐다."
324,"어딘가 어색한 제복을 입고, 왕실 궁전 입구앞 계단옆에 자리를 잡고 있는 하인들에게 인사했다."
325,"""오늘이 첫날이다. 초대장 받으면 잊어버리지 않게 조심하자"""
