,0
105,죄다 땅만 파 제끼고오~~ 가로등도 안 고치고오~~
106,"이러다가 사고나믄, 뭐 지드리 책임 질거냐ㄱ... 어, 어?”"
107,빗물에 젖어 발을 내디딜 때 마다 찍찍 소리를 내던 삼선 슬리퍼 한 짝이 허공을 날았다.
108,"“으, 으아아아아아아ㄱ!!!!”"
109,동시에 들고 있던 우산을 패대기치며 있는 힘껏 양 팔을 퍼덕거려보았지만 모두가 헛짓이었다.
110,쿵!!!!
111,.
112,.
113,.
114,.
115,.
116,.
117,.
118,"[30대 여성 박 모 씨, 집 앞 맨홀 추락사."
119,음주 상태였던 것으로 밝혀져... ]
120,내일 아침 뉴스에 두 줄 정도는 나오려나.
121,안전 불감증이 지병인 빌어먹을 대한민국.
122,어떻게 가이드라인 하나 없이 맨홀 뚜껑을 열어둘 수 있는 거냐고.
123,나... 진짜 이렇게 가는 거야?
124,아니 여봐요.
125,인생 마감까지 시궁창에서 시킬 필요는 없는 거잖아요...
126,하느님이든 염라대왕이든 뭐가 됐든 내가 딱하지도 않으신가?
127,전신이 불에 타는 것처럼 뜨거운데 그게 어디서 느껴지는 통증인지 가늠이 되지 않았다.
128,눈두덩이 위로는 뜨끈하고 축축한 것이 흘렀는데 아마 빗물은 아닐 테지.
129,귀에서는 이명도 들렸다.
130,미친 듯이 무섭고 두려운데...진짜 무서운데...
131,갑자기 웃음이 입가를 비집고 나왔다.
132,이게 내 삶의 끝이고 완성이라 생각하니 너무 비참해서.
133,너무 어이가 없어서.
134,일그러진 입매로 실실거리다 눈을 감았다.
135,‘졸려... ’
136,영화에서 이러다 잠들면 다 죽던데.
137,진짜 끝이다.
138,그렇게 나는 32년의 짧고 실낱같이 가늘었던 생을 마감했다.
139,.
140,.
141,.
142,"아니, 그런 줄 알았다."
143,그 남자와 마주하기 전까지는.
144,“깼군.”
145,어이가 없네
146,
147,“깼군.”
148,허억!!
149,심장이 목젖을 때리는 느낌을 경험해 본 적 있는가.
150,어찌나 놀랐는지 숨이 목구멍을 차고 올라와 안구까지 뻐근했다.
151,‘뭔 놈의 눈빛이... ’
152,나를 내려다보는 남자의 시선에 오금이 저렸다.
153,곧 누구 하나 죽일 것 같이 냉기가 뚝뚝 흐르는 게...
154,내게 건넨 말이‘깼군’이 아니라‘배고파’였다면 나를 씹어 먹으려는 줄 알았을 것이다.
155,죽다 살아났는데 눈 뜨자마자 생명을 위협을 느끼는 지금 이 상황이 심히 당황스러웠다.
156,"게다가 저 남자, 딱 봐도 외국인이다."
157,"깎아놓은 듯한 이목구비에 은빛 머리, 금빛 눈동자."
158,그런데 저 사람이 내게 말을 했지. 그의 언어로.
159,난 그걸 알아들었고.
160,... 이거 꿈인가?
161,벌렁대는 심장을 진정시키며 정신을 가다듬었다.
162,누워있지만 생각보다 가벼운 몸 상태.
163,가슴께에 걸쳐진 이불 속으로 숨어있는 손가락 발가락을 꼼지락거려보았다.
164,"‘사지 말짱하고, 정신도 말짱하고.’"
165,꿈은 아니다.
166,몸에 닿아있는 침구의 감촉이 무척 부드러웠다.
167,엉덩이에 느껴지는 침대의 쿠션감도 훌륭했고 실내 공기는 쾌적했다.
168,모든 감각이 생생했다.
169,그래서 문제였다.
170,당최 이게 무슨 일이야.
171,여긴 어디지? 병원은 아닌 게 확실한데.
172,그리고 저 남자는 대체 누구야!
173,당사자에게 물어보고 싶었지만 입이 떨어지지 않았다.
174,아직 그의 시선이 나를 찢어발길 듯 날카로웠다.
175,어디 다른 사람은 없나?
176,고개를 살짝 틀어 반쯤 열린 침대 캐노피 바깥쪽으로 시야를 넓혔다.
177,좌측 벽에 붙어있는 고풍스러운 촛대와 우측에 보이는 원목 티 테이블이 전부인 인테리어는 단출하면서도 이국적이었다.
178,"그리고 그 이국적 느낌을 배가시키는 두 명의 중년 남자, 그리고 앳되어 보이는 여자 하나가 보였다."
179,"전형적인 서양인의 외모에 그린, 브라운, 오렌지레드까지."
180,머리색이 각양각색인 그들의 시선이 나를 향해 있었다.
181,질문에 앞서 인사는 해야겠지. 나보다 나이 많은 분도 계시는데.
182,“저... 안녕하세요?”
183,“... 미친 짓만 벌인 게 아니라 진짜로 미친 건가? ”
184,뭐요?
185,"은빛 머리 당신, 다짜고짜 말이 너무 심하시네."
186,나랑 별 차이도 없어 보이는데 언제 봤다고 반말을 찍찍 해대...?!!
187,"아니 그런데 잠깐, 잠깐만."
188,좀 전에 내 입에서 나온 말 그거...뭐지?
189,저 남자도 그렇고. 대체 어느 나라 말이야?
190,근데 이걸 또 내가... 자연스럽게 쓰고 있네 맙소사.
191,어이없는 상황에 누인 몸을 일으키려 팔다리에 힘을 썼다.
192,하지만 절반쯤 일으키다 도로 눕고 말았다.
193,배가 당기고 현기증이나 구역감이 일었다.
194,“우욱!”
195,무심결에 입을 틀어막은 손.
196,그런데 그 손이... 무척 가늘었다.
197,"희고 가느다란 손가락, 그리고 팔목."
198,그 위에 흘러내린 푸른색 머리카락.
199,내 것이었다.
200,허!
201,나 진짜 미친 거야?
202,“당신 표정이 이렇게 다채로운 줄 미처 몰랐군.
203,그런데 미리 경고하지. 생각 따위 하지 마.
204,내가 듣고 싶은 건 변명이 아니라 진실이니까.”
205,“거울... 거울 좀 주세요.”
206,“진실을 말하는 데 그게 필요한가?”
207,"“네, 필요해요. 지금 당장.”"
208,내 속사포 같은 대답에 그 남자의 눈썹이 꿈틀댔지만 상관없었다.
209,"지금 이 순간, 나는 내 몸뚱이가 더 두려웠다."
210,남자가 고갯짓을 하자 보라색 캐노피에 반쯤 가려져 있던 중년 남자가 다가왔다.
211,반듯하게 빗어 넘긴 갈색 머리와 가지런한 콧수염이 인상적이었다.
212,"“마님, 워낙 상황이 다급해 별채로 모신지라... 쓰시던 거울이 아님을 용서하십시오.”"
213,오 맙소사! 날 보고 마님이란다.
214,공손히 모아 잡은 중년 남자의 손에서 거울을 뺏다시피 낚아채 비춰본 얼굴은 예상했던 것처럼 내가 아니었다.
215,아마 그 마님이란 여자일 테지.
216,희다 못해 창백한 피부에 짙은 다크써클과 짓이겨진 듯 터진 입술.
217,그 위로 헝클어진 푸른색 머리카락이 몇 가닥 내려앉아 있었다.
218,"검은 중단발에 희미한 눈썹, 살짝 쳐진 눈꼬리."
219,그게 나인데. 박서연인데.
220,내가 왜... 이 여자의 몸으로 깨어난 거지?
221,내 몸은?
222,일순간 온몸의 힘이 풀렸다.
223,들고 있던 거울을 침대 머리맡으로 내려놓자 은발의 남자가 침대로 바짝 다가섰다.
224,“볼 일은 끝난 것 같은데.
225,이제 말해. 어젯밤 호수정원에서 무슨 일이 있었는지.”
226,“...... ”
227,“내가 그 입을 강제로 열게 하는 일은 없었으면 좋겠군.”
228,“...... ”
229,“혹시 당신 아버지와 관련이 있나?”
230,“그만!”
231,혼란의 쓰나미. 혼돈의 카오스.
232,그야말로 노답 상황인 나에게 자꾸 뭘 말하라는 건지.
233,이 남자야 제발 좀 닥쳐!
234,해줄 말은 없었지만 계속 무시하면 저 닦달을 멈추지 않겠지.
235,옆으로 몸을 틀어 낑낑대며 상체를 일으키자 캐노피 바깥쪽에서 상황을 지켜보던 붉은 머리의 여자가 다가와 침대 헤드에 베개를 받쳐주곤 다시 제 자리로 물러났다.
236,제일 가까이 있었으면서.
237,아픈 사람은 도와줘야 한다는 걸 모르는 못 배운 놈이 분명했다.
238,아니면 이 몸과 앙숙이거나.
239,여전히 냉랭한 눈빛으로 나를 추궁하던 남자에게 말했다.
240,“내게 듣고 싶은 게 뭐든 난 말해줄 수가 없어요.”
241,“왜지?”
242,“모르니까요.”
243,“... 난 당신에게 퀴즈 따위를 낸 게 아니야 로즐린.
244,"어젯밤 당신에게 생긴 일 아니, 당신이 벌인 일에 대해서 묻고 있는 거지.”"
245,그러니까 모른다고 이 자식아!!
246,이 몸의 이름도 방금 알았거든?
247,"로즐린이 아니라 실은 박서연이라는 사람이라고, 몸이 바뀌어서 나도 무척 당황스럽다는 둥의 말을 꺼내는 순간 이 작자는 나를 정신병원에 처박아 버릴지도 몰라."
248,"아, 진짜 이걸 사실대로 말할 수도 없고."
249,거짓말을 하자니 뭘 쥐뿔 알아야 둘러대기라도 하지.
250,.
251,.
252,.
253,결국 이 수밖에 없나.
254,출생의 비밀 다음으로 내가 싫어하던 설정!
255,그 밤고구마 X100 같은 설정을 몸소 실천하는 날이 오다니.
256,“기억이... 없어요.”
257,“고작 하루 전 일이 기억에 없다?
258,"하, 내가 당신 남편인건 기억하나?”"
259,“거짓말이 아니에요. 정말이에요.
260,머릿속 기억이 몽땅 사라진 것처럼... 없어요. 아무것도.
261,"내 이름이 로즐린이라는 것도, 당신이 내 남편이라는 것도."
262,... 도대체 어젯밤 저에게 무슨 일이 있었던 거죠?”
263,좋았어! 꽤 자연스러웠어.
264,아까와는 다른 쪽으로 심장이 벌렁벌렁했지만 나는 이겨냈다.
265,발연기의 벽을 무사히 넘었고 고지가 바로 눈앞이었다.
266,"그런데 망할, 저 작자가 이 몸의 남편이라고?"
267,“휘겐!”
268,"“예, 공작전하.”"
269,“살펴라.”
270,휘겐이라 불린 남자는 아마도 의사인 모양이다.
271,의료용 가위와 실 따위가 들어있는 검은색 가방을 들고 침대 가까이 다가왔다.
272,나는 기억상실 할거라서 그런 건 필요 없는데.
273,"“마님, 지금 기분은 좀 어떠십니까?”"
274,“좋진 않죠.”
275,“어디 불편하신 곳은 없으십니까?”
276,"“온 몸이 쑤시고, 머리도 아프고."
277,눈이 빠질 것 같이 뻐근하면서 속도 울렁거려요”
278,그러고 보니 이 로즐린이라는 여자는 왜 이렇게 몸 상태가 나쁜 거지?
279,부러지고 피나는 데만 없다 뿐이지 맨홀로 추락했었다고 해도 믿을 정도였다.
280,“어젯밤 호수정원에 가셨던 것은 기억이 나십니까?”
281,“아뇨.”
282,“그럼 이 중에 아는 얼굴은 있으십니까?”
283,“없어요.”
284,“공작전하의 존함은?”
285,“몰라요.”
286,“마님 본인의 이름은?”
287,“... 로즐린.”
288,“오!”
289,“아까 들은 건데요.”
290,“아... 그러십니까?”
291,"뭐야, 이 사짜의 향기는."
292,이러다 몸살감기라고 진단하는 건 아니겠지?
293,“아무래도 마님께서는 어제의 사고로 기억을 소실하신 것 같습니다.”
294,“... 확실한가?”
295,"“예, 전하께서도 느끼셨겠지만 지금의 마님은 이전의 마님과는 마치 다른 분 같은 어투와 행동을 보이고 계십니다. 이는 꾸며서 나올 수 있는 것이 아닙니다."
296,또한 머리가 어지럽고 구역감을 호소하시는 것도 머리에 충격을 크게 받았을 때 나타나는 후유증의 일종입니다.”
297,"오호라, 사짜가 아니라 심리의학박사셨군."
298,이럴 때 쐐기를 박아줘야지.
299,“그럼 이제 저는 어떻게 되는 거죠?
300,기억을... 영원히 찾지 못할 수도 있나요?”
301,“송구하오나 그걸 단정 지을 수가 없는 게 이 증상의 특징입니다.
302,"잃어버린 기억이 당장 내일 돌아올 수도, 아니면 일부만 돌아올 수도, 혹은 영원히 돌아오지 않을 수도 있습니다.”"
303,예쓰! 썩세스!
304,“방법이 전혀 없나?”
305,“현재로서는... 그렇습니다 전하.”
306,“어제의 진실이 기어이 묻힌다는 소리로군.”
307,“우선 불편한 몸을 회복시키고 마음의 안정을 찾으시는 것이 중요합니다.
308,기억이란 게 얽히고 설켜 있어 과거에 보거나 들었던 경험들을 반복하시다 되찾게 되는 경우도 간혹 있으니 말입니다.”
309,휘겐이라는 의사와 대화를 마친 남자가 몸을 돌려 내게 시선을 던졌다.
310,그 시선이 뭐랄까... 좀 묘했다.
311,냉랭함이 순간 아주 조금 옅어졌달까?
312,“공작... 전하?”
313,“처음이군. 당신이 나를 부르는 건.”
314,“...... ”
315,“당분간 바깥출입은 금지요.”
316,“...... ”
317,“대답은?”
318,"“... 네, 그러죠.”"
319,어차피 갈 데도 없다.
320,그래서 그의 다소 강압적인 말에도 긍정의 답을 했다.
321,“알베르! 나는 집무실로 가겠다. 마무리하도록.”
322,"“예, 전하. 곧 따르겠습니다."
323,남자는 내게서 멀어져 이내 방문을 열고 사라졌다.
324,"아, 이제 좀 긴장을 풀어도 되려나."
325,베개를 받쳤음에도 온몸이 쑤셔서 몸을 곧추세우고 있는 것이 고역이었다.
326,다시 누워보려 몸을 바지락대자 아까 나를 도와 몸을 일으켜주었던 그 붉은 머리의 여자가 또다시 부축해주었다.
327,행동이나 옷차림으로 봐서는 시녀인 것 같은데.
328,"침대에 도로 눕자 공작을 배웅했던 갈색머리 콧수염의 남자, 알베르라고 했던가?"
329,그가 내게 다가왔다.
330,"“마님, 당분간은 불편하시더라도 이곳 별채에서 머무시는 것이 어떠하십니까?"
331,지금 본성이 약간... 시끄러워 요양 하시기엔 이곳이 더 나을 듯 합니다.”
332,“전 여기도 상관없어요.
333,그런데 시끄럽다니. 무슨 일이 있나요?”
334,“... 그저 작은 소란입니다. 크게 신경 쓰실 만한 일은 아닙니다.”
335,"네, 그럼 신경 끌게요."
336,사실 예의상 물어본 거예요. 지금 제 코가 석자라.
337,"“레아, 너는 마님 곁에서 한시도 눈을 떼지 말고 세심히 살펴 드려야 한다. 또다시 이런 불미스러운 일이 일어난다면 그땐 너도 책임을 면치 못한다는 것을 잊지 말거라.”"
338,"“예, 알베르 집사님. 명심 하겠습니다.”"
339,"아, 드디어 아저씨들 퇴장."
340,레아라는 여자만 남겨두고 알베르 씨는 휘겐 씨와 함께 침실을 나갔다.
341,그들이 나가자 적막감에 휩싸인 방은 벽난로에 장작을 채워 넣으며 레아가 간혹 일으키는 작은 소음만이 들려왔다.
342,"자, 이제 어쩐다."
343,"차원이동, 빙의, 그리고 남편."
344,이 세 가지가 지금 내게 닥친 숙제다.
345,사실 너무 막막했다.
346,이 주관식 숙제를 풀기 위해서는 지금의 황당한 현실을 명확하게 설명해줄 조력자가 절실히 필요했다.
347,그리고 아주 다행스럽게도 그 조력자에 역할에 딱 맞는 적임자가 지금 내 가까이에 있었다.
348,반쯤 젖혀진 캐노피 밖으로 바지런히 움직이고 있는 동그란 뒤통수.
349,“레아!”
350,^^^
351,누구냐 넌
352,
353,“레아!”
354,"마님인 자신이 시녀에게 존대를 쓰는 게 퍽 이상할 것 같기도 하고, 말간 얼굴로 자신의 눈치를 보던 시녀가 제법 어려 보여서 반말로 운을 띄웠는데 내 부름을 듣고 고개를 돌린 그녀는 무척 놀란 듯 보였다."
355,벽난로에서 침대까지 몇 걸음이나 된다고.
356,쭈뼛쭈뼛 다가오는 폼이 영락없이 고양이 앞의 쥐였다.
357,아무래도 마님과 시녀의 관계가 별로였던 모양이다.
358,하긴 갑과 을의 관계란 게 다 그렇지 뭐.
359,나에겐 오히려 잘된 일이었다.
360,둘 사이가 친밀했다면 불필요한 의심을 사지 않기 위해서라도 내 행동은 조심스러워 질 수밖에 없었을 테니까.
361,그나저나 저렇게 쫄아 있는 애를 대체 어떻게 구슬리나.
362,* * *
363,창밖 정원에는 3월의 따스한 햇살을 먹고 피기 시작한 꽃나무들이 가득했지만 레아는 불씨가 잦아드는 벽난로 속으로 장작을 채워 넣기에 분주했다.
364,밤새 오한발열에 시달리다 이제 막 의식을 찾은 제 주인이 흡족하도록 실내 공기부터 데워놓아야 했다.
365,그런데 생각지도 못한 음성이 저를 불렀다.
366,“레아!”
367,‘맙소사. 내가 잘못 들은 게 아니야.’
368,퍼뜩 소리가 난 방향으로 고개를 돌리자 초췌한 얼굴의 마님이 레아를 응시하고 있었다.
369,처음이었다.
370,마님께서 그녀의 이름을 부른 것이.
371,"“네, 네 마님. 레아 여기 있습니다. 말씀하세요.”"
372,“아까 들어서 알겠지만 내가 지금 아무것도 기억하지 못해서...
373,그래서 네 도움이 필요해.
374,"지금 내가 알고 있는 건 내 이름과 네 이름, 그리고 여기가 공작성이라는 것뿐이거든."
375,난... 어떤 사람이었니?”
376,"기억상실로 인해 마님의 말과 행동이 이전과 달라졌음을 이미 목격한 레아였지만, 그 변화의 여파가 제게도 직접적으로 미치리라는 것까지는 미처 생각지 못한 터였다."
377,조근 조근 상냥한 말투의 마님이라니.
378,때문에 제 주인의 물음에 마땅히 고개 숙여 즉각 답을 해야 했지만 레아는 잠시 동안 얼빠진 표정을 감추지 못하고 멍청히 서 있을 수밖에 없었다.
379,"“레아, 괜찮니?”"
380,"“아...송구합니다, 마님.”"
381,"낯설고도 다정한 마님의 목소리에 레아는 애써 당황스러움을 감춘 채, 자신이 알고 있는 것을 성심성의껏 답하기 시작했다."
382,그리고 그 답 속의 로즐린은 여타 평범한 귀족부인들과는 무척 거리가 멀었다.
383,"로즐린 아스트리드, 27세."
384,"테레지아 후작가의 2녀 중 차녀였던 로즐린은 3년 전, 칼리안 아스트리드 공작과 결혼했다."
385,친황제파인 아스트리드 공작가와 귀족파의 수장인 테레지아 후작가.
386,정치적 대척점에 서 있던 두 가문의 결합에 온갖 억측이 난무했지만 제국의 통합을 위한 황제의 권유였다는 공식발표로 인해 두 가문의 큰 결단은 박수를 받았다고 했다.
387,그런 만큼 신부인 로즐린에 대한 관심도 엄청났는데 이는 그녀가 단 한 번도 세간에 모습을 드러낸 적이 없었기 때문이었다.
388,"공식적인 자리는 물론이고 보통의 귀족가의 영식, 영애들이 활동하는 파티를 포함해 저자거리에서라도 그녀를 봤다는 사람 하나가 없었다."
389,"너무 못생겨서, 몸이 허약해서, 혹은 세상물정 모르는 영애가 걱정된 테레지아 후작의 과보호 때문이라는 풍문이 떠돌았는데 그 어느 것도 사실이 아니었다."
390,그리고 아스트리드 공작가의 가솔들은 그녀가 공작성의 안주인이 되고서야 진짜 이유를 알 수 있었다.
391,로즐린 그녀는 아주 심각한 우울증을 앓고 있었다.
392,어느 정도였냐 하면.
393,하루 종일 방 안에서 혼자 있는 것은 기본이고 어떤 때는 몇 달 간 한 마디 말도 하지 않고 생활한 적도 있었다고 했다.
394,당연히 공작과의 관계도 순탄치 않았다.
395,그저 의무감으로 이어가는 부부관계.
396,그나마 다행인 건 로즐린이 공작에게 만큼은 순종적이었다는 것이었다.
397,“그런데 내가 그렇게 사람들을 꺼리면서 방안에만 있었다면 어젯밤에 호수정원에는 왜 간 거지? 어젯밤에 도대체 무슨 일이 있었던 거야?”
398,마님의 물음에 레아는 답하기를 잠시 주저했다.
399,‘설마 어째서 자신이 죽지 않고 살아있는 거냐고 물으시는 걸까?
400,어쩌지... 알베르 집사님이 어젯밤 일은 함구하라고 하셨는데...’
401,하지만 일개 시녀가 주인의 물음을 거부할 수는 없었다.
402,레아는 망설이다 입을 열었다.
403,"“마님, 제가 어리석었어요."
404,아무리 마님께서 물러가라 하셨어도 자리를 비우는 게 아니었는데...
405,그때 제가 호수정원에 따라만 갔어도 이런 사고는 나지 않았을 거예요.
406,얼마나 충격이 크셨으면 기억이... 흐흐윽”
407,"“아니, 아니, 진정해 레아."
408,난 널 탓하려는 게 아니야.
409,그저 기억이 없으니 답답해서 하는 소리지.
410,그러니까 걱정 말고 네가 알고 있는 걸 내게 모두 말해 주겠니?”
411,부드러운 마님의 음성에 제풀에 겁먹고 고해성사를 하던 레아의 흐느낌이 잦아들었다.
412,그리고 이내 말을 이어갔다.
413,“며칠째 식사도 거르시고 누워만 계시다가 어제 저녁 마님께서 혼자 있고 싶다고 주위를 물리셨는데... 홀로 나가신 호수정원 산책 중에... 호수에 빠지는 사고가 발생을 한 거죠.
414,다행히 근처를 지나시던 하이어 남작님께서 발견하시고 곧바로 응급처지를 하셨기에 망정이지.
415,숨이 끊어지셨다가 간신히 돌아오셨거든요.
416,그리고 곧장 이 별채로 모시고 왔고 밤새 온 몸에 열이 오르고 계속 의식을 회복하지 못하시다 오늘 새벽녘에야 겨우 열이 내리기 시작했답니다.”
417,최대한 문제가 될 만한 내용은 빼고 대략적인 진실만을 말한 레아는 슬쩍 제 주인의 얼굴을 살폈다.
418,골똘히 생각에 잠긴 듯 한 표정.
419,다행이었다.
420,마님은 레아가 걱정했던 그 ‘행동들’을 하지 않았다.
421,"‘평소 같았으면 벌써...어휴, 생각만 해도 끔찍해.’"
422,입에 담기조차 불손한 생각이지만 레아는 마님의 기억이 이대로 쭉 돌아오지 않는 편이 더 좋겠다고 생각했다.
423,* * *
424,"한밤중의 외출, 그리고 익수 사고."
425,레아가 들려준 어젯밤 사고는 이상한 게 한두 가지가 아니다.
