,0
52,"“봐봐, 지금도 반말이잖아. 이제까지 단장님이 그냥 놔둬서 그렇지 기사단은 원래 위계질서 체제라고. 다른 기사단에서는 상상도 할 수 없는 그런 무례를 너는 일상적으로 범하고 있다는 말이야.”"
53,“그래서 지금 나보고 예법이라도 구사하란 말이야?”
54,아나샤는 콧방귀를 뀌었다. 다른 사람도 아니고 삼촌인 그가 이런 말을 하니 조금 웃긴 탓이다.
55,“이런 옷에 예법 같은 게 어울릴 리 없잖아. 그런 건 제복 입은 삼촌이나 열심히 하셔.”
56,"“너 설마 아직도 제복 안줬다고…,”"
57,“전혀요. 나도 멋지고 깔끔한 제복 입고 싶다는 건 아니고. 정말 부럽지만 아니지.”
58,역시 마음에 쌓아두고 있던 모양이었다. 어릴 때부터 자기도 제복이 입고 싶다고 얘기하던 것을 크리스는 똑똑히 기억하고 있었다. 물론 어엿한 황실 제5기사단 소속인 아나샤에게 아직까지도 제복이 없는 이유라면 있었다.
59,“네가 새 단장님의 심기를 거스를까 미리 말해두는 거야. 너 계속 여기서 일하고 싶잖아? 새 단장님께 무례한 행동을 보였다간 그대로 댕강이라고.”
60,목을 긋는 시늉을 한 크리스가 여전히 정색한 얼굴로 외쳤다.
61,“해고라고. 어?! 알아듣겠어!”
62,“애한테 왜 겁을 주고 그래?”
63,뒤에서 지켜보고 있던 마브릭이 끼어들며 말했다.
64,“마브릭…. 네가 계속 그렇게 받아주니까 심각성을 모르는 거잖아.”
65,“아샤도 이제 성인인데 어련히 잘 하겠지.”
66,“맞아. 마브릭 삼촌 최고!”
67,“쟤가 어련히도 잘하겠다!”
68,크리스는 퍽퍽 하고 제 가슴을 세게 두드렸다.
69,“잘 들어. 새로 오시는 기사단장님은 우리와 같지 않아. 몇 백년간 북부영지를 다스리고 지켜온 유서 깊은 가문의 귀족이라고. 뭔 말인지 알아? 귀족 중의 대귀족이라고.”
70,“귀족 중의 대귀족…?”
71,아나샤는 눈을 찡그렸다. 불길한 기분이 들었다.
72,“아버트 단장님이나 부단장도 귀족이지만 그 두 사람보다 훨씬 높은 위치에 있는 사람이라고.”
73,"끄덕끄덕, 순순히 고개를 끄덕이는 것치곤 반 정도 이해한 얼굴이었다. 크리스는 한숨을 내쉬다말고 다시 말을 이어나갔다."
74,“그런 분이 우리 기사단에 단장으로 오는데 네가 아무 말이나 찍찍하고 그래봐. 특히나 너는 일단 일반적이지가 않잖아.”
75,“지금 말 다했어?”
76,“그래. 매일 온몸에 먼지와 검댕이를 묻히고 다니잖아. 금방이라도 들쥐나 떠돌이개가 친구하자고 해도 될 만큼 지저분한 모습이지.”
77,"“그치만 내 일이 이건데,”"
78,“알아. 네가 매일 힘들게 천장 위를 기어 다닌다는 거. 근데 우리는 이해해줄 수 있다 해도 새로 오시는 단장님은 아니란 거지.”
79,“.......?”
80,“그런 분들은 더러운 걸 질색하시거든.”
81,긴장한 듯 작게 숨을 들이켠 아나샤가 그대로 뒤로 넘어갔다. 나뭇가지에 두 다리를 단단히 고정한 채 반 바퀴 뱅그르르 돈 그녀는 흡사 나무에 거꾸로 걸린 시체 같은 꼴로 입을 열었다.
82,“그래서?”
83,"“그래서 라니, 인마. 너 내 얘기 제대로 들었냐?”"
84,크리스는 눈을 부라리면서 머리 바로 위에 있는 아나샤를 보았다.
85,“몇 년간 옆에 붙어있던 자기 수족도 마음에 안 든다는 이유로 가볍게 갈아 치워버리는 게 귀족인데 하물며 대귀족은 어떻겠냐? 새 단장님한테 밉보이는 순간 네가 잘릴 수도 있단 말이야.”
86,"“그런,”"
87,“치사해도 이게 단장의 권한이고 권력이란 거다. 이제 좀 네 상황의 심각성이 느껴지냐?”
88,"“그럴 리가……. 그래, 지금부터 청소를 해야겠다!”"
89,시무룩해있는 것도 잠시 아나샤가 다시 재빠르게 나뭇가지위로 올라갔다. 그러곤 나무 꼭대기까지 올라가 맞은편에 있는 기사단 본관건물 3층 창문 안으로 뛰어들었다.
90,순식간에 사라져버린 아나샤를 눈으로 좇던 크리스와 마브릭은 서로를 돌아보았다.
91,“내가 쫓아가볼게.”
92,크리스는 바쁘게 발을 움직였다. 그도 이십 년간 기사단에 몸 담그고 있는 기사라지만 민첩함으로는 아나샤를 따라잡을 수 없었다.
93,아무래도 기사단의 전속 첩자이니 말이다.
94,"일반 기사들과는 달리 침투, 은신, 첩보 등의 특수한 임무를 수행하는 자가 바로 첩자였다. 크리스의 생각에도 아나샤만큼 이 직업에 어울리는 사람도 없었다."
95,체구가 작고 왜소해서 웬만한 남자첩자들보다 몸놀림이 날렵하고 조용했다. 다람쥐처럼 나무나 천장 위를 날아다니는 그녀를 볼 때마다 참 천직이라는 생각이 들 만큼.
96,기사단 내에서 이런 임무를 맡을 사람으로서 유일하기도 하고 첩자로서의 자질도 뛰어났다. 단순히 오랫동안 봐온 정에 의해서가 아니라 정말 그녀는 기사단에서 필요한 존재였다. 그렇지 않다면 누구보다 아나샤가 평범한 삶을 사는 것을 원했을 크리스였다.
97,그렇기에 이번 일이 심히 걱정되는 것이었다.
98,다행히 크리스는 아나샤를 빨리 찾을 수 있었다. 물론 기사단 건물의 반을 뒤지느라 한 시간이 넘게 걸렸지만 이 정도도 빠른 편이었다. 그녀가 작정하고 숨으면 한 달이 걸려도 못 찾았을 것이다.
99,“……너 뭐하냐?”
100,“청소.”
101,“그러니까 거기는 왜…?”
102,크리스는 어이없는 눈으로 단장실 천장을 올려다보았다. 정확히는 천장 한 가운데에 네모나게 뚫린 구멍사이로 얼굴을 내밀고 있는 아나샤를.
103,천장 위를 누가 다닌다고 그렇게 정성들여 청소하는지 모르겠다. 아 한명 있었지.
104,“삼촌이 말했잖아. 대귀족은 더러운 걸 질색한다고. 그러니까 언제든 나타나도 먼지 하나 안 묻게 여길 청소하려고. 그럼 먼지 묻을 일도 없잖아?”
105,“그냥 그때마다 씻거나 옷을 털면 되잖아?”
106,"“에이, 어떻게 매번 그래?”"
107,구멍사이로 얼굴을 내민 아나샤가 진심으로 번거롭다는 듯 손사래까지 쳤다. 다시 쏙 구멍 안으로 들어가더니 얼마안가 구멍사이로 까맣게 때가 탄 수건들이 하나둘 떨어져 내렸다.
108,크리스는 자신의 발밑에 던져진 까만 수건을 보고 질겁했다. 짓뭉갠 찌그러진 거미가 달라붙어있었다.
109,"“어우. 거길 다 닦으려면 수건 천 장, 아니 만 장은 있어도 부족할 걸?”"
110,“괜찮아! 내가 다니는 길만 닦을 거니까!”
111,“…뭐? 길? 길도 있어……?”
112,"새롭게 안 사실에 크리스는 아, 하고 입을 벌렸다. 그리고 조용히 문을 닫고 나갔다. 부디 새 단장님이 그녀의 정성을 알아주기를, 하고 속으로 빌 뿐이었다."
113,
114,
115,
116,[작품후기]
117,안녕하세요 독자님들!
118,그럼 새 제목으로 잘 부탁드리겠습니다!
119,새로 오신 단장님
120,
121,2
122,"대낮부터 시장은 활기로 가득 차있었다. 호객행위를 하는 상인들과 부산스레 움직이는 사람들, 조금은 정신없지만 생동감 넘치는 이 풍경을 아나샤는 좋아했다."
123,아나샤는 수도 외곽에 있는 시장에 나와 있었다. 임무가 없으니 한가했다. 물론 그것도 이번 주까지겠지만.
124,나흘 뒤면 새 단장님이 기사단에 오는 날이었다.
125,"그녀가 생각하는 귀족이란 틀 안에 갇혀 융통성이 없고, 오로지 규칙만을 따르는 까다로운 종류의 사람들이었다. 그런 귀족 중의 대귀족은 어떠할지 상상이 가지 않았다."
126,"어쩌면 할아버지보다 더 괴팍한 성미에, 부단장보다 잔소리가 많고 깐깐할 지도 몰랐다."
127,‘그래도 청소도 했으니까.’
128,시장에서 산 사과를 한입 베어 물며 아나샤는 흥얼거렸다. 매일 입고 있는 검은 복장이 아닌 무릎까지 오는 흰 원피스차림의 그녀는 누가 보아도 수도 외곽에서 흔히 보이는 평민소녀 같았다.
129,잡화점에 새로 들어온 신기한 물건들을 구경하던 그녀는 알록달록한 장신구들이 나열된 가판대 앞에서 멈춰 섰다. 맑은 푸른 빛깔의 구슬이 달린 머리 장신구가 단번에 시선을 사로잡았다.
130,“이거 얼마예요?”
131,“어디 보자. 원래는 15실루나는 받아야하는데 아가씨한테는 10실루나에 팔게.”
132,상인의 말에 아나샤는 주머니 속에 들어있는 동전들을 세어보았다. 총 일곱 닢이었다.
133,“3실루나만 외상 안 되겠죠?”
134,“당연히 안 되지. 아가씨가 누군 줄 알고.”
135,“저 아나샤 라고 해요.”
136,"“이름을 물어본 게 아니고, 처음 본 아가씨를 어떻게 믿냐 이 말이지.”"
137,"“이렇게 알게 되는 거죠, 뭐. 새로 오셨죠? 원래는 이 자리에서 신발 팔았었는데 바뀌었네요.”"
138,“일주일 전에 수도로 올라왔어. 젊은 아가씨가 이 바닥은 훤히 꿰고 있구먼.”
139,“그렇죠?”
140,어깨를 으쓱 들었다 내린 아나샤가 밝은 얼굴로 입을 조잘거렸다.
141,"“새로 오신 아저씨를 위해 몇 가지 알려드리자면요. 저기 시장 위쪽에 장신구 파는 곳이 두 곳이고, 아래쪽에는 오래된 곳이 한 곳 있어요. 아래쪽이 가격이 제일 저렴해서 제 또래들은 대부분 아래쪽으로 가요.”"
142,“그래…?”
143,“근데 그 세 곳 다 오래된 곳들이라 그런지 장신구들이 다 비슷하거든요. 아저씨 거는 색상도 다채롭고 모양도 하나같이 다 독특한 것 같아요. 수도에서는 흔히 볼 수 없는 장신구들이에요.”
144,"“암, 내가 영지 이곳저곳 돌아다니면서 직접 수집한 건데 다른 데서는 쉽게 볼 수 없지!”"
145,그렇게 외친 상인의 얼굴에는 자부심이 어려있었다.
146,“다른 곳에서 다 하나하나 수집한 거라고요?”
147,“속고만 살았나. 지명도 다 생생히 기억하고 있다고.”
148,아나샤가 정말 기억하느냐고 호기심을 드러내면서 대화는 자연스레 꼬리에 꼬리를 물게 되었다.
149,"이 팔찌는 어디서 구했고, 이 머리핀은 어디서 구했으며, 가장 힘들게 구한 것은 무엇인지 등 한참동안 신나게 떠들어대던 상인은 뒤늦게 낮은 헛기침을 터뜨렸다."
150,“들은 정보가 있으니 아가씨한테는 특별히 7실루나에 팔게.”
151,“정말요?”
152,“대신 친구들한테 여기 좀 많이 알려줘.”
153,“당연하죠! 엄청 좋은 장신구 가게가 생겼다고 여기저기 소문낼게요.”
154,아나샤는 주머니에서 냉큼 동전 일곱 닢을 꺼내 그의 손에 얹어주었다. 그리고 마침내 얻은 구슬 머리핀을 조심스레 오른쪽 귓등위에 꽂았다. 거울을 한번 확인한 아나샤는 활짝 미소를 지었다.
155,“엄청 예뻐요. 많이 파세요!”
156,정말이지 운이 좋았다. 날아갈 것 같은 기분은 그녀의 빠른 걸음걸이에서 고스란히 드러났다. 아나샤는 남은 사과를 베어 먹으며 다른 가게를 구경하다가 한산한 골목 어귀로 들어섰다.
157,좁은 골목 안을 걷던 그녀는 아무도 보는 이가 없는 것을 확인하고서 벽에 다가갔다. 그리고 두 손으로 벽의 튀어나온 부분을 붙잡았다. 사뿐히 높은 벽 위로 올라선 것은 순식간이었다.
158,불어오는 바람을 맞으며 아나샤는 길게 이어지는 벽 위의 길을 따라 걸어갔다. 어릴 때부터 다니던 길이라 눈 감고도 갈 수 있을 정도였다.
159,아슬아슬하게 지붕들을 건너다니며 꽤 높은 곳까지 다다른 그녀는 펄럭이는 치맛자락을 누르며 지붕위에 주저앉았다.
160,이곳에서만 볼 수 있는 탁 트인 마을풍경이 좋았다. 흰 구름이 흘러가는 하늘을 올려다보며 느긋하게 기지개를 켤 때였다.
161,희미한 인기척이 느껴졌다. 그녀가 지붕 너머를 내다보자 좁은 골목길 안을 걷고 있는 사람이 보였다. 검은 로브를 머리끝까지 눌러쓰고 있었는데 체격으로 보아 남자 같았다.
162,지붕위에서 납작 몸을 숙인 아나샤가 슬쩍 고개만 내밀어 그를 관찰할 때였다. 로브 사이로 드러난 검 손잡이가 스치듯 그녀의 눈에 들어왔다.
163,‘수상쩍은데?’
164,그녀의 감은 제법 좋은 편이었다.
165,아나샤는 잠시 남자를 뒤쫓을까 고민했다. 고민은 오래가지 않았다. 기척을 숨긴 채 조심스레 천장위에서 남자를 쫓기 시작했다.
166,남자는 구불진 골목 안을 계속해서 걸어 들어갔다. 아는 길은 아닌지 막힌 골목으로 들어섰다가 다시 돌아나가기도 했다.
167,‘접선 장소라도 찾는 건가?’
168,"이곳은 민가였다. 사람 눈에 띄지도 않고, 비밀리에 무언가를 꾸미기엔 더할 나위 없이 좋은 장소였다."
169,역시나 남자는 골목 모퉁이를 돌아 햇빛이 들지 않는 으슥한 길로 들어섰다. 아나샤는 조금 거리를 둔 채 골목 안을 응시했다. 다른 인기척들이 느껴졌기 때문이다.
170,골목에 서있는 자들은 총 세 명으로 전부 남자였다. 그리고 저마다 무기를 소지하고 있었다. 이윽고 검은 로브를 쓴 남자가 그들 앞으로 다가가자 아나샤는 침을 꿀꺽 삼켰다.
171,“이봐. 어디로 가려는 거지?”
172,험상궂은 목소리가 골목 안을 울리며 가장 앞에 서있던 거구의 사내가 그를 막아섰다. 은밀한 접선의 현장을 볼 거라 여겼던 아나샤로서는 전혀 예상 밖의 상황이었다.
173,“이 자식 뭔가 수상쩍은데.”
174,남자가 로브를 억지로 벗기려는 듯 머리쪽으로 손을 가져간 순간이었다. 뽑는 소리조차 들리지 않을 만큼 빠른 속도로 예리한 검날이 정확히 거구의 사내 목 앞에서 멈췄다.
175,“인신매매단의 근거지가 이곳인가.”
176,낮지만 또렷한 저음의 목소리가 아나샤의 귀로 흘러들어왔다.
177,"그 말에 뒤에 서있던 갈색머리 남자와 검은머리 남자가 조용히 검을 빼들었다. 그들이 동시에 달려드는 순간, 로브를 쓴 남자가 재빠르게 눈앞에 있는 자의 목을 베어내고서 다른 이의 검을 받아쳐냈다."
178,"챙, 하는 날카로운 울림이 끝나기도 전에 그는 목을 향해 날아든 다른 검을 피해 몸을 숙였다. 눌러쓴 로브로 인해 시야가 방해될 법도 할 텐데 남자는 망설임 없이 달려나갔다."
179,미처 방어할 틈을 갖추지 못한 갈색머리 남자가 틈을 보인 순간이었다. 자세를 낮추며 함께 아래로 늘어뜨렸던 검이 위로 방향을 바꾸었다.
180,순식간에 긴 검은 가슴부터 어깨까지 단숨에 베고 지나갔다. 치명상은 피한 것 같았으나 고통이 심한지 갈색머리 남자는 비틀거리다 벽에 부딪쳤다.
181,로브를 쓴 남자가 다시 검을 휘두르려던 순간이었다. 그의 뒤에서 다른 사내가 달려들었다. 높이 쳐들어진 검은 팔을 통째로 베어낼 것처럼 무서운 기세로 아래로 내리그어졌다.
182,그러나 베어낸 것은 펄럭이는 로브의 끝자락이었다.
183,"동시에 로브를 쓴 남자가 검을 움직였다. 잘린 천 자락이 땅바닥위에 떨어지기도 전, 서슬 퍼런 검이 날카로운 궤도를 그리며 빠르게 적의 목으로 날아들었다."
184,아나샤는 입을 벌렸다. 군더더기 없는 동작으로 깔끔히 머리만 베어낸 실력에 소름이 쫙 돋을 정도였다. 단번에 머리를 벨 정도의 괴력을 갖춘 실력자는 기사단 안에서도 흔치 않은 편이었다.
185,머리를 잃은 몸이 무너지듯 쓰러지자 그제야 로브를 쓴 남자는 검을 늘어뜨렸다.
186,두 명이나 죽어버리자 갈색머리 사내는 승산이 없다고 여겼는지 주춤주춤 물러나기 시작했다. 그런 사내를 향해 로브를 쓴 남자는 태연히 걸음을 옮겼다. 피가 뚝뚝 흐르는 검은 정확히 사내의 목 중앙을 겨누었다.
187,“납치한 자들은 어디에 있지?”
188,"“…저, 저기에,”"
189,사내가 떨리는 손을 들어 어느 평범해 보이는 낡은 건물을 가리켰다. 로브를 쓴 남자는 그대로 그를 지나치더니 그곳으로 걸음을 옮겼다.
190,지켜보던 아나샤도 눈에 띄지 않게 조심스레 몸을 일으켜 남자를 뒤쫓았다. 아나샤가 지붕과 지붕 사이를 건너는 동안 남자는 먼저 집안으로 들어갔다.
191,뒤늦게 지붕 위에 소리 없이 착지한 그녀는 안으로 들어갈 수 있는 틈이 없는지 살펴보았다. 다행히 오른쪽 끝에 있는 썩은 나무판자를 밀어내자 쉽게 집 천장으로 숨어들 수 있었다.
192,어두운 천장 위에서 아나샤는 작은 구멍을 통해 남자를 관찰했다.
193,남자는 지하로 통하는 문을 발견한 상태였다. 바닥에 설치된 문을 연 그가 이윽고 아래로 이어지는 계단으로 내려가자 아나샤는 더 이상 그를 볼 수 없었다.
194,‘기다려볼까….’
195,여기까지 쫓아와서 그냥 돌아가기엔 아쉬웠다. 그리고 남자가 무사히 임무를 수행할 수 있을지 약간 흥미가 일었다. 보통 조를 짜서 움직이는 것에 반해 혼자 근거지에 쳐들어온 이유도 궁금하긴 했다.
196,‘독단 행동을 할 정도면 부단장 정도 되려나.’
197,다른 기사단에 부기사단장이 누가 있는지 떠올려보는 동안 시간은 꽤 많이 지나있었다.
198,"‘어, 올라온다.’"
199,뒤늦게 지하에서부터 희미하게 발소리가 들려왔다. 발소리는 하나가 아니었다. 아나샤는 모든 신경을 귀로 집중시켰다.
200,"“생김새가 귀족처럼 보이던데 저렇게 놔둬도…,”"
201,“우리 뒤를 봐주시는 분들이 누군지 잊었냐? 고작해야 기사 나부랭이겠지.”
202,“저놈을 어떻게 할지 정하는 건 나중 일이야. 다른 놈들은 더 없는지 살피는 게 우선이다.”
203,여섯 명의 사내들이 계단 위로 올라와 모습을 드러냈다. 하나같이 검은 천으로 코와 입을 가린 상태였다.
204,그들은 잠시 서서 대화를 나누었다. 서로 어디 구역을 살필지 정하더니 두 명씩 나뉘어 집을 빠져나갔다. 아나샤는 그들이 완전히 밖으로 나갈 때까지 기다렸다가 조용히 몸을 일으켰다.
205,^^^
206,새로 오신 단장님
207,
208,“…요. …봐…….”
209,아주 작은 소리가 들렸다. 리히르트는 움찔 곧은 눈썹을 찌푸렸다. 희미하게 들려오는 누군가의 목소리에 완전히 정신이 든 것은 조금 더 시간이 흐른 뒤였다.
210,리히르트는 힘겹게 무거운 두 눈을 들어올렸다. 눈앞이 잠시 어지러웠으나 곧 시야가 맑게 걷히는 느낌이 들었다. 가장 먼저 보인 것은 단발 길이의 까만 머리카락 사이로 드러난 누군가의 얼굴이었다.
211,"“어, 정신이 들어요?”"
212,“…….”
213,다시 한 번 또렷한 목소리가 귓가를 파고들었다. 리히르트는 눈앞의 여자를 응시했다.
214,동그랗게 떠진 눈과 작은 코와 입이 차례대로 그의 시선에 들어왔다. 기껏해야 십대 후반으로 보이는 앳된 얼굴이었다.
215,"“……이곳은,”"
216,“보다시피 지하 감옥 안이에요.”
217,그는 눈앞에 위치한 얼굴에서 시선을 떼고 옆을 돌아보았다. 녹이 슨 쇠창살이 시야에 들어왔다. 그는 빠르게 상황을 파악하기 시작했다.
218,"얼굴을 가리기 위해 입고 있던 로브는 사라져있었고, 두 손은 등 뒤로 묶여있었다. 거기다 지니고 있던 검마저 빼앗긴 상태였다. 낮게 한숨을 내쉰 그가 옆으로 눕혀진 몸을 일으키려던 찰나였다."
219,“풀어줄게요. 잠깐 가만히 있어요.”
220,뒤에서 들려온 목소리에 리히르트는 모든 행동을 멈췄다. 여자는 양손이 자유로운 모양인지 조그마한 손으로 빠르게 밧줄을 풀고 있었다.
221,“고맙습니다.”
222,“뭘요.”
223,두 손이 자유로워지자 리히르트는 몸을 일으켜 앉아 뻐근한 손목을 풀었다. 그리고 맞은편에 앉아있는 여자를 응시했다.
224,한눈에 봐도 깡마른 몸은 왜소했다. 입고 있는 원피스는 까만 얼룩들이 군데군데 묻어있었다. 누가 봐도 오랫동안 갇혀있던 것 같은 행색이었다.
225,"그가 그녀를 납치된 사람들 중 한명이라고 여기는 동안, 아나샤는 그가 과연 기사가 맞는지, 자신이 봤던 그 검은 로브의 남자가 맞는지에 대해 생각했다."
226,그도 그럴게 남자의 얼굴은 고된 훈련을 한 번도 받아본 적이 없어 보일만큼 희고 아름다웠기 때문이다. 은은히 빛이 흐르는 듯한 연한 금빛머리카락과 푸른 눈동자는 같은 사람이 맞는지 의문이 들게 만들 정도였다.
227,“기사…? 인거죠?”
228,“맞습니다.”
229,아나샤의 물음에 남자는 담백할 만큼 고저 없는 목소리로 대답했다. 거짓말 같지는 않아보였다. 전투 중에도 로브를 푹 눌러쓰고 있었던 이유가 이 외모를 가리기 위함이라면 납득이 되는 것이다.
230,“근데 혼자 임무 수행하러 온 거예요?”
231,“네.”
232,이어진 물음에 리히르트는 잠시 뜸을 들이며 대답하고서는 완전히 여인에게서 눈길을 거두었다. 그리고 고개를 돌려 철창 밖을 내다보았다.
233,이 감옥을 벗어난다 해도 당장 문 밖에 있을 적들을 상대해낼 수 있을지가 문제였다. 무기가 없는 상태로 다수를 상대하기에는 위험이 컸다.
234,상황이 좋지 않았다. 기밀 임무였기에 자신이 이곳에 있다는 사실을 아는 자는 임무를 내린 황태자 에르디온뿐이었다. 이런 지하에 갇혀있어선 외부의 도움을 바랄 수도 없는 상황이었다.
235,“납치된 사람들은 안쪽 감옥에 있어요.”
236,다시 들려온 목소리에 리히르트는 옆을 돌아보았다.
237,“한 스무 명 정도 갇혀있어요. 근데 수면향을 피운 것 같더라고요. 그래서 다들 잠들어있어요.”
238,그는 침묵을 지켜야만 했다. 아래로 내려가자마자 견딜 수 없는 졸림과 동시에 약한 마비 증세가 나타났던 것을 떠올리면 단순한 수면향은 아닐 것이다. 오래 중독되어 있던 자들이 제대로 움직일 수 있을지도 확신할 수 없었다.
239,“다 같이 몰래 탈출하는 건 무리겠죠?”
240,“…당장은 불가능하겠지만 어떻게든 전부 구출해낼 생각입니다. 그러니 걱정 마십시오.”
241,“그럼 도와드릴게요. 그쪽 몸만 괜찮다면요.”
242,예상치 못한 대답에 그는 긴 눈썹을 슬쩍 들어올렸다.
243,“문밖에 보초가 두 명 있어요. 나머지는 밖에 나가있고요.”
244,“…….”
245,어떻게 그 사실을 확신할 수 있냐고 물으려했으나 리히르트는 이어지는 여인의 말에 침묵을 지켜야만 했다.
246,“나머지 놈들이 오기 전에 밖에 나가서 지원 요청을 하는 거예요. 그 뒤에 나머지 잔당들을 쓸어버리고 안에 갇혀있는 사람들 전부 구해내는 거죠.”
247,까만 눈동자가 작은 자신감과 정의감을 띤 채 반짝거렸다. 리히르트는 그 눈을 조용히 응시했다. 아무 말 없이 그녀의 말을 곱씹던 그가 이윽고 고개를 한번 끄덕였다.
248,“준비됐죠?”
